# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
114582, 114582, 111639, 109856, 112025
29358, 29358, 28699, 28854, 28604
28461, 28461, 28031, 27989, 27850
32326, 29539, 30651, 32321, 32326
28832, 28776, 28832, 28095, 28210
21863, 21863, 21652, 21503, 21270
26449, 22149, 22121, 26449, 26292
22197, 22197, 21846, 21530, 21338
22844, 22844, 22584, 22335, 22223
22085, 22085, 21933, 21722, 21654
21947, 21947, 21785, 21564, 21422
21606, 21606, 21320, 21135, 21083
21557, 21557, 21486, 21395, 21238
21495, 21479, 21495, 21395, 21306
26984, 21506, 21524, 26984, 26807
37702, 34149, 37702, 37597, 34139
34566, 34566, 34504, 33790, 33549
27313, 22844, 22827, 27313, 27221
21560, 21560, 21393, 21140, 21170
25809, 21557, 21526, 25793, 25809
21581, 21581, 21413, 21512, 21431
21588, 21588, 21492, 21572, 21445
21357, 21357, 21205, 20920, 20832
25799, 21528, 21446, 25799, 25679
25654, 21465, 21484, 25654, 25541
26770, 26770, 26624, 26471, 26378
21500, 21500, 21430, 21312, 21266
21345, 21345, 21259, 21204, 21145
21526, 21526, 21444, 21402, 21340
21165, 21165, 21119, 21074, 21041
26542, 26542, 26435, 26514, 26413
21188, 21163, 21169, 21110, 21188
21513, 21493, 21513, 21360, 21337
21412, 21369, 21412, 21185, 21176
26037, 21583, 21478, 26006, 26037
26028, 21650, 21620, 26028, 25934
21225, 21225, 21170, 21157, 21107
21477, 21477, 21402, 21332, 21228
21540, 21540, 21454, 21516, 21447
21482, 21482, 21356, 21093, 21035
21658, 21658, 21571, 21419, 21221
25850, 21610, 21689, 25850, 25719
25866, 21282, 21238, 25845, 25866
21430, 21430, 21382, 21279, 21300
21667, 21667, 21474, 21303, 21302
21673, 21673, 21478, 21361, 21302
21760, 21760, 21703, 21226, 21160
21343, 21325, 21343, 21149, 21097
21336, 21336, 21222, 21142, 21147
25975, 21264, 21233, 25975, 25768
21282, 21282, 21219, 21111, 21079
25987, 21553, 21514, 25932, 25987
21587, 21587, 21530, 21179, 21097
21338, 21338, 21264, 21159, 21086
25996, 21378, 21427, 25996, 25913
21396, 21396, 21395, 21187, 21217
27239, 27239, 27134, 26213, 26105
21427, 21427, 21362, 21151, 21145
21911, 21911, 21646, 21333, 21251
25924, 21465, 21460, 25924, 25782
21460, 21418, 21460, 21261, 21252
21383, 21383, 21250, 20946, 20941
21629, 21629, 21472, 21360, 21305
26123, 21572, 21530, 26080, 26123
21357, 21357, 21206, 21192, 21107
21402, 21402, 21233, 21055, 21066
21588, 21588, 21445, 21252, 21255
21474, 21474, 21357, 21365, 21247
21973, 21973, 21667, 21409, 21402
25788, 21589, 21528, 25781, 25788
26046, 21607, 21547, 26046, 25851
21215, 21215, 21150, 21114, 21144
25534, 21284, 21270, 25464, 25534
26160, 21394, 21336, 26160, 26057
25860, 21296, 21255, 25860, 25747
25803, 21360, 21278, 25803, 25648
21430, 21430, 21380, 21324, 21309
21522, 21522, 21483, 21436, 21384
21589, 21589, 21523, 21287, 21242
27328, 27328, 27065, 26856, 26683
21612, 21612, 21454, 21194, 21245
25743, 21040, 20993, 25743, 25536
25714, 21337, 21333, 25661, 25714
21348, 21348, 21261, 21225, 21292
21292, 21292, 21259, 21116, 21115
21666, 21666, 21503, 21324, 21268
21594, 21594, 21348, 21207, 21134
21493, 21493, 21386, 21347, 21350
21844, 21844, 21742, 21425, 21343
21334, 21334, 21310, 21229, 21141
21667, 21667, 21500, 21306, 21352
21223, 21223, 21214, 21156, 21067
21455, 21455, 21379, 21215, 21175
21845, 21845, 21727, 21501, 21492
21451, 21451, 21335, 21423, 21366
21606, 21606, 21475, 21184, 21110
21050, 21050, 21030, 21016, 20985
21304, 21304, 21208, 21150, 21147
27070, 27070, 26942, 26687, 26552
21334, 21334, 21309, 21227, 21320
21638, 21638, 21507, 21205, 21260
26027, 21414, 21391, 26027, 25874
25888, 21562, 21487, 25812, 25888
21404, 21404, 21297, 21149, 21105
21546, 21537, 21433, 21527, 21546
21357, 21357, 21338, 21217, 21243
21498, 21498, 21324, 21104, 21171
21831, 21831, 21713, 21324, 21289
21742, 21742, 21472, 21317, 21186
21216, 21216, 21118, 20989, 20969
21619, 21619, 21466, 21153, 21082
21646, 21646, 21438, 21290, 21262
21577, 21577, 21467, 21321, 21269
21687, 21687, 21523, 21261, 21267
25851, 21320, 21301, 25832, 25851
21837, 21837, 21651, 21440, 21377
