# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
38737, 38737, 35990, 34098, 38244
8719, 7743, 8085, 8719, 7944
8497, 7509, 7980, 8497, 7797
7956, 7713, 7507, 7956, 7856
8191, 7661, 7637, 8191, 7791
13071, 13071, 9565, 10023, 12841
8070, 7687, 7523, 8070, 7920
13626, 12119, 13550, 13626, 12465
14743, 11852, 14305, 14743, 11883
7995, 7318, 7496, 7995, 7477
7955, 7114, 7501, 7955, 7520
12638, 11442, 12083, 12638, 11627
7860, 7246, 7413, 7860, 7406
7554, 7325, 7160, 7554, 7498
7826, 7456, 7423, 7826, 7569
8406, 7585, 8406, 7418, 7767
13028, 11931, 12817, 13028, 11980
29606, 29506, 28286, 28540, 29606
7819, 7432, 7226, 7819, 7557
7713, 7235, 7010, 7713, 7439
7802, 7197, 7286, 7802, 7375
8174, 7286, 7561, 8174, 7339
7706, 7270, 7234, 7706, 7427
7974, 7176, 7390, 7974, 7427
8157, 7249, 7594, 8157, 7594
7914, 7246, 7235, 7914, 7414
7676, 7278, 7165, 7676, 7427
7766, 7299, 7225, 7766, 7462
7902, 7225, 7173, 7902, 7418
8048, 7158, 7306, 8048, 7310
7859, 7239, 7242, 7859, 7376
7976, 7153, 7399, 7976, 7282
7906, 7269, 7314, 7906, 7472
7892, 7121, 7358, 7892, 7445
7873, 7200, 7194, 7873, 7301
7958, 7294, 7386, 7958, 7462
7785, 7060, 7272, 7785, 7441
7965, 7229, 7423, 7965, 7454
7958, 7255, 7283, 7958, 7370
7947, 7316, 7346, 7947, 7469
7860, 7282, 7392, 7860, 7365
7778, 7301, 7156, 7778, 7479
7893, 7255, 7204, 7893, 7625
7759, 7170, 7246, 7759, 7470
7762, 7203, 7221, 7762, 7364
9348, 7103, 9277, 9348, 7297
8073, 7201, 7406, 8073, 7503
7892, 7279, 7321, 7892, 7450
7808, 7240, 7276, 7808, 7448
7874, 7146, 7316, 7874, 7325
7578, 7152, 7045, 7578, 7302
8072, 7446, 7371, 8072, 7559
7934, 6955, 7268, 7934, 7251
7968, 7269, 7352, 7968, 7477
