# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
34102, 34102, 28281, 28974, 30002
5913, 5805, 5886, 5913, 5705
5702, 5638, 5545, 5702, 5456
5444, 5255, 5265, 5444, 5224
5523, 5215, 5240, 5523, 5199
9658, 9658, 8431, 8515, 9525
5347, 5264, 5155, 5347, 5322
10869, 8348, 10829, 10869, 8475
8384, 8381, 7955, 8384, 8282
5202, 5110, 4994, 5202, 5175
5250, 4890, 5165, 5250, 4866
5141, 4905, 5003, 5141, 4900
5102, 4946, 4961, 5102, 4939
5390, 5075, 5254, 5390, 5060
5153, 4844, 5013, 5153, 4963
6643, 5545, 6643, 5480, 5674
5060, 5025, 4871, 4722, 5060
5346, 4900, 5082, 5346, 4900
5222, 4831, 4974, 5222, 4852
5215, 4951, 5008, 5215, 4860
5099, 4755, 4952, 5099, 4836
5437, 4923, 5176, 5437, 4888
5207, 4834, 5020, 5207, 4875
5048, 4926, 4752, 5048, 4886
5454, 4933, 5180, 5454, 5032
5192, 4901, 4989, 5192, 4982
5313, 4996, 5060, 5313, 5087
5273, 4959, 5100, 5273, 4955
5268, 4867, 5030, 5268, 4809
5397, 4898, 5056, 5397, 4867
5173, 4826, 4951, 5173, 4877
5387, 4890, 5081, 5387, 4931
5413, 5032, 5178, 5413, 5025
5426, 4904, 5154, 5426, 4946
5600, 4902, 5158, 5600, 5010
5287, 4880, 5103, 5287, 4800
5258, 4903, 5028, 5258, 4794
5199, 4926, 4936, 5199, 4956
5296, 4907, 5068, 5296, 4893
5462, 4955, 5099, 5462, 4956
5307, 5028, 5086, 5307, 5093
6698, 5024, 6415, 6698, 5087
5289, 4824, 5114, 5289, 4846
5303, 4800, 4948, 5303, 4920
5169, 5097, 4979, 5169, 4914
5194, 4884, 4949, 5194, 4853
5183, 5034, 4874, 5183, 5016
5090, 5051, 4880, 5090, 5064
5153, 4927, 4922, 5153, 4935
5161, 4880, 4891, 5161, 4893
5179, 4787, 4923, 5179, 4935
5359, 4948, 5055, 5359, 4896
5369, 4901, 5048, 5369, 4914
5320, 4897, 5070, 5320, 4932
5400, 4948, 5137, 5400, 4950
5170, 4982, 4853, 5170, 4877
5129, 4986, 4881, 5060, 5129
5055, 4938, 4821, 5055, 4908
5354, 4972, 5130, 5354, 4963
5231, 5210, 4755, 5028, 5231
6733, 4922, 6530, 6733, 4929
6663, 4951, 6361, 6663, 5096
5308, 5019, 5051, 5308, 5015
5282, 4941, 5015, 5282, 4958
5062, 4870, 4855, 5062, 4888
5184, 5017, 4898, 5184, 5120
5159, 4841, 4994, 5159, 4821
5289, 4918, 5087, 5289, 5011
5435, 4901, 5184, 5435, 4905
5287, 4963, 5106, 5287, 4967
5366, 4923, 5027, 5366, 4836
5369, 4787, 5166, 5369, 4769
5445, 4932, 5175, 5445, 4960
5314, 4922, 5038, 5314, 4859
5437, 4942, 5179, 5437, 5004
5079, 4858, 4896, 5079, 4853
6464, 4931, 6234, 6464, 4979
5176, 4818, 4940, 5176, 4796
5321, 4892, 5041, 5321, 4906
5114, 4801, 5007, 5114, 4863
5482, 5215, 5289, 5482, 5076
6733, 4931, 6379, 6733, 4986
5319, 4913, 5048, 5319, 4867
6590, 4972, 6302, 6590, 4986
5227, 4817, 4953, 5227, 4789
5251, 5025, 4979, 5251, 4925
5174, 4920, 4869, 5174, 4972
5124, 4925, 4979, 5124, 4933
5117, 5116, 4871, 5117, 5049
5276, 4980, 5066, 5276, 5238
5352, 4892, 5093, 5352, 5004
6710, 5023, 6395, 6710, 5039
5214, 4817, 5041, 5214, 4863
5001, 4940, 4851, 4973, 5001
5440, 5007, 5120, 5440, 4975
6561, 4969, 6316, 6561, 4921
5299, 4989, 5045, 5299, 4969
6560, 4914, 6374, 6560, 4988
5142, 4796, 4891, 5142, 4749
5194, 4943, 4983, 5194, 4886
5200, 4997, 5000, 5200, 4941
6630, 4818, 6367, 6630, 4874
5255, 5003, 4975, 5255, 5015
6566, 4954, 6402, 6566, 4956
5385, 4845, 5044, 5385, 4841
5418, 4892, 5027, 5418, 4925
5202, 4924, 5029, 5202, 4838
5303, 4907, 5119, 5303, 4907
5181, 4821, 4823, 5181, 4848
5015, 4887, 4777, 5015, 4980
5286, 4886, 5078, 5286, 4881
5366, 4838, 5143, 5366, 4911
5270, 4817, 4942, 5270, 4797
5299, 4852, 5031, 5299, 4906
6668, 4871, 6330, 6668, 4943
5243, 4896, 5015, 5243, 4834
5118, 4872, 4898, 5118, 4815
6435, 5021, 6288, 6435, 5015
5221, 4896, 4991, 5221, 4857
42971, 4853, 42930, 42971, 4912
5423, 4982, 5046, 5423, 5079
5175, 5089, 4961, 5175, 5051
5298, 4869, 5002, 5298, 4787
6580, 4983, 6352, 6580, 4936
5022, 4956, 4770, 5022, 4917
5479, 4946, 5073, 5479, 4940
5133, 4872, 4906, 5133, 4828
5193, 4832, 4996, 5193, 4879
5221, 4990, 4946, 5221, 4919
5155, 4881, 4829, 5155, 4891
4997, 4951, 4772, 4997, 4960
5106, 4809, 4889, 5106, 4837
5194, 4998, 4905, 5194, 4988
5313, 4779, 5065, 5313, 4748
5504, 5184, 5299, 5504, 5173
5314, 4925, 5068, 5314, 4945
5168, 4970, 4954, 5168, 4972
5292, 4972, 5069, 5292, 5045
5396, 4886, 5089, 5396, 4995
5156, 4881, 4968, 5156, 4772
6546, 4939, 6402, 6546, 4996
5242, 4848, 5023, 5242, 4860
5308, 4987, 5105, 5308, 4969
5407, 4876, 5055, 5407, 4936
5223, 4872, 4986, 5223, 4911
5348, 5021, 5060, 5348, 5176
5155, 4870, 4976, 5155, 4926
6619, 4921, 6372, 6619, 4886
5444, 5042, 5201, 5444, 5101
5277, 4845, 5053, 5277, 4866
5358, 5010, 5064, 5358, 5023
5210, 5008, 4874, 5210, 5011
5394, 4893, 5104, 5394, 4936
5238, 4922, 5057, 5238, 4936
5415, 4920, 5133, 5415, 4980
5410, 4942, 5168, 5410, 4838
5368, 5038, 5104, 5368, 4959
5050, 4829, 4804, 5050, 4732
5284, 4834, 5047, 5284, 4750
5025, 4983, 4887, 5025, 4987
20091, 19912, 20031, 20091, 20059
5461, 5166, 5264, 5461, 5126
5316, 4981, 5135, 5316, 5079
5222, 4988, 4965, 5222, 4972
5372, 4852, 5113, 5372, 4865
5221, 4925, 5040, 5221, 5077
5266, 4976, 5000, 5266, 5105
5311, 4963, 5039, 5311, 4905
6560, 4995, 6265, 6560, 4827
5079, 4849, 4845, 5079, 4913
5266, 4911, 5057, 5266, 4979
5234, 4835, 5107, 5234, 4895
5262, 4807, 5049, 5262, 4864
5252, 4978, 5037, 5252, 5037
5196, 4932, 4960, 5196, 4862
5168, 4960, 4894, 5168, 5081
5184, 4871, 4983, 5184, 4765
5222, 4806, 5004, 5222, 4860
5299, 4838, 5093, 5299, 5011
5210, 4964, 5020, 5210, 4895
5082, 4889, 4842, 5082, 4890
5365, 4941, 4967, 5365, 4955
5276, 4798, 5000, 5276, 4845
5311, 4901, 5037, 5311, 4884
5241, 4831, 4894, 5241, 4889
5271, 4894, 5011, 5271, 4939
5146, 4941, 4891, 5146, 4908
5068, 4876, 4795, 5068, 4807
5353, 5080, 5100, 5353, 5047
5278, 4874, 5113, 5278, 4886
5259, 4882, 5053, 5259, 4871
5255, 4861, 5059, 5255, 5006
5258, 4977, 4968, 5258, 4845
5190, 4859, 4958, 5190, 4801
5416, 4983, 5122, 5416, 4880
5313, 4892, 5028, 5313, 5002
5210, 4905, 4953, 5210, 4972
5199, 4921, 4901, 5199, 5002
5214, 4864, 4932, 5214, 4911
5448, 4936, 5198, 5448, 4918
5382, 4827, 5118, 5382, 4842
6469, 4902, 6360, 6469, 4969
5193, 5099, 4997, 5193, 5128
5173, 4754, 4871, 5173, 4801
5189, 4887, 4956, 5189, 4919
5334, 5021, 5130, 5334, 5087
5069, 4831, 4855, 5069, 4904
5177, 4802, 4928, 5177, 4962
5253, 4876, 4999, 5253, 4834
5356, 4850, 5075, 5356, 4940
6589, 4960, 6340, 6589, 4887
5252, 4898, 5019, 5252, 4822
5199, 5000, 4877, 5199, 4929
5186, 4946, 4974, 5186, 4977
5166, 4843, 4791, 5166, 4838
5388, 4900, 5217, 5388, 4946
5248, 5096, 4903, 5153, 5248
5524, 4995, 5180, 5524, 4936
6570, 4963, 6382, 6570, 5089
5201, 4822, 4874, 5201, 4768
6439, 4927, 6264, 6439, 5058
6579, 4962, 6277, 6579, 5025
5279, 4879, 4953, 5279, 5114
6674, 5012, 6375, 6674, 5042
5404, 4967, 5168, 5404, 5012
6616, 4865, 6330, 6616, 4822
5306, 4962, 5080, 5306, 4881
6679, 4873, 6322, 6679, 4859
6641, 4911, 6432, 6641, 5083
5306, 4903, 5028, 5306, 4872
5355, 4902, 5079, 5355, 4986
5294, 4928, 5043, 5294, 4930
5301, 4977, 5062, 5301, 5023
6523, 4939, 6223, 6523, 4975
5231, 4904, 4962, 5231, 4869
5452, 4965, 5088, 5452, 5002
6522, 4911, 6244, 6522, 5023
6794, 4850, 6516, 6794, 4824
5248, 4904, 4994, 5248, 4888
5575, 5025, 5187, 5575, 4977
6494, 4883, 6303, 6494, 4922
6597, 4930, 6401, 6597, 4919
6719, 4997, 6498, 6719, 5006
5278, 4939, 5079, 5278, 4979
5138, 4795, 4883, 5138, 4826
5344, 4785, 4981, 5344, 4871
5227, 4913, 5007, 5227, 4895
5063, 4919, 4894, 5063, 4942
5419, 4959, 5123, 5419, 4929
5304, 4894, 5003, 5304, 4997
5291, 4786, 4994, 5291, 4819
6703, 4954, 6414, 6703, 5084
6635, 4980, 6366, 6635, 5025
5177, 4831, 4939, 5177, 4831
6455, 5025, 6289, 6455, 5063
5201, 4904, 4935, 5201, 4876
5445, 5082, 5163, 5445, 4979
5255, 4828, 4936, 5255, 4868
5195, 4879, 5032, 5195, 4962
5112, 4923, 4922, 5112, 4872
6867, 4946, 6488, 6867, 5065
5145, 4883, 4906, 5145, 4870
5414, 4922, 5105, 5414, 4908
6638, 5008, 6414, 6638, 5000
5412, 4939, 5133, 5412, 4897
5091, 4834, 4925, 5091, 4895
5233, 4827, 5025, 5233, 4832
6475, 5072, 6295, 6475, 5099
5328, 4893, 5098, 5328, 4852
5349, 5110, 5105, 5349, 5135
6675, 4918, 6462, 6675, 5053
5367, 4955, 5086, 5367, 5012
5222, 4824, 4904, 5222, 4745
5336, 4899, 5051, 5336, 4932
5455, 4928, 5195, 5455, 4918
5235, 4872, 4958, 5235, 5044
5112, 4908, 4939, 5112, 4869
5498, 4999, 5283, 5498, 4996
5278, 4917, 5030, 5278, 4892
6528, 4939, 6341, 6528, 4887
5120, 5003, 4980, 5120, 4946
5411, 4972, 5208, 5411, 5070
5257, 4874, 4934, 5257, 4839
5514, 5028, 5214, 5514, 5027
5262, 4850, 5012, 5262, 4885
6455, 4925, 6321, 6455, 4908
5241, 4960, 4757, 5021, 5241
6497, 4920, 6337, 6497, 4934
5128, 4844, 4943, 5128, 4820
6461, 4979, 6195, 6461, 5181
5070, 5007, 4693, 4981, 5070
5425, 4993, 5072, 5425, 5075
5187, 4929, 4982, 5187, 5042
5423, 4972, 5222, 5423, 4991
6623, 5037, 6385, 6623, 4887
5262, 4861, 5007, 5262, 5056
6684, 5044, 6477, 6684, 4972
5280, 4845, 5011, 5280, 4740
5340, 4983, 5091, 5340, 4978
5108, 4915, 4878, 5108, 4910
5187, 4855, 4969, 5187, 4739
5175, 4969, 4948, 5175, 4894
5094, 4889, 4883, 5094, 4892
5151, 4818, 4886, 5151, 4850
5198, 4849, 4965, 5198, 4897
5238, 4813, 5037, 5238, 4789
6520, 4890, 6339, 6520, 4941
5379, 5002, 5064, 5379, 4912
5119, 5091, 4895, 5119, 5075
5259, 4861, 4990, 5259, 4869
5182, 4960, 4951, 5182, 4880
5367, 4934, 5021, 5367, 5105
5070, 4995, 4822, 5070, 5055
5417, 4926, 5131, 5417, 4932
5209, 4962, 4970, 5209, 5011
6418, 5018, 6306, 6418, 4908
5189, 4797, 4993, 5189, 4842
5212, 4841, 4955, 5212, 4777
6455, 5001, 6316, 6455, 5025
5117, 5029, 4852, 5117, 5056
5307, 4845, 5021, 5307, 4816
5203, 4850, 4905, 5203, 4810
5203, 4883, 4974, 5203, 4897
5431, 5025, 5100, 5431, 4988
5437, 4977, 4988, 5437, 4946
5117, 4805, 4941, 5117, 4868
5008, 4845, 4899, 5008, 4880
5133, 4949, 4926, 5133, 4906
5325, 4974, 5063, 5325, 4960
5100, 4762, 4892, 5100, 4805
5255, 4921, 5010, 5255, 4916
5111, 4952, 4795, 5111, 4921
5071, 4989, 4791, 5071, 4959
5066, 4839, 4759, 5066, 4884
4974, 4854, 4802, 4974, 4836
5327, 4899, 5110, 5327, 4849
5369, 5016, 5051, 5369, 5006
5248, 5069, 5026, 5248, 5114
5176, 4875, 4997, 5176, 4997
5211, 4815, 4907, 5211, 4838
5358, 4770, 5063, 5358, 4820
5135, 4915, 4833, 5135, 4939
5049, 5025, 4803, 5049, 4980
5456, 4870, 5053, 5456, 4897
5278, 4904, 5030, 5278, 5008
6537, 5002, 6278, 6537, 4901
5330, 4924, 5028, 5330, 5000
6562, 4966, 6366, 6562, 5035
5348, 4870, 5131, 5348, 4809
6515, 4983, 6237, 6515, 4978
5401, 5025, 5141, 5401, 5063
5202, 5008, 4927, 5202, 5044
5232, 4955, 4948, 5232, 4989
6495, 4909, 6385, 6495, 5023
5156, 4817, 4897, 5156, 4857
5253, 4838, 5054, 5253, 4814
5358, 4992, 5124, 5358, 5053
6434, 4823, 6233, 6434, 4860
5201, 4890, 4904, 5201, 4879
5423, 4909, 5070, 5423, 4928
5362, 4955, 4988, 5362, 4919
5217, 4908, 4935, 5217, 4959
5326, 4892, 4989, 5326, 4894
5377, 4976, 5125, 5377, 5077
5514, 5001, 5258, 5514, 4969
6562, 4969, 6364, 6562, 5046
5191, 4936, 4915, 5191, 4919
6620, 4947, 6396, 6620, 4950
5325, 4799, 4989, 5325, 4791
6518, 4996, 6336, 6518, 5039
5207, 4928, 4922, 5207, 4941
5329, 4988, 5049, 5329, 5016
5299, 5002, 5091, 5299, 4922
5100, 4969, 4908, 5100, 5096
5198, 4956, 4914, 5198, 4946
6688, 4963, 6521, 6688, 4946
5170, 4911, 4927, 5170, 4901
5455, 5019, 5189, 5455, 5006
5362, 4904, 5105, 5362, 4898
6549, 4908, 6354, 6549, 4961
5131, 4820, 4941, 5131, 4835
5316, 4814, 4956, 5316, 4908
5207, 4880, 5066, 5207, 4933
5138, 4885, 4804, 5138, 4925
5178, 4907, 4997, 5178, 4865
5160, 4867, 5023, 5160, 4918
5196, 4891, 4942, 5196, 4858
5337, 4832, 5124, 5337, 4899
5362, 4855, 5093, 5362, 4919
5199, 4838, 4882, 5199, 4819
5277, 4988, 5058, 5277, 5009
5210, 4960, 4938, 5210, 4955
5235, 4871, 4984, 5235, 4850
6575, 4972, 6326, 6575, 4956
5201, 5021, 4900, 5201, 4993
5406, 4893, 5050, 5406, 4822
5270, 4911, 5044, 5270, 4997
5276, 4913, 5102, 5276, 4929
6603, 4900, 6384, 6603, 4988
6470, 4897, 6234, 6470, 4830
5340, 4920, 5063, 5340, 4890
5165, 4789, 4882, 5165, 4808
6706, 5014, 6462, 6706, 5118
5207, 4858, 5056, 5207, 4903
6475, 5121, 6307, 6475, 5085
5301, 4908, 4996, 5301, 4989
5388, 4948, 5145, 5388, 4976
5117, 4806, 4922, 5117, 4787
5040, 4979, 4805, 5040, 4960
5208, 5021, 5014, 5208, 5060
6565, 5001, 6345, 6565, 5019
5252, 5003, 4933, 5252, 5219
6452, 4890, 6322, 6452, 4931
5339, 4946, 5143, 5339, 5006
6471, 5029, 6296, 6471, 5082
5474, 5028, 5208, 5474, 5099
5433, 4975, 5150, 5433, 4976
6691, 5039, 6504, 6691, 5071
5342, 5002, 5058, 5342, 4916
6573, 4932, 6356, 6573, 4989
5116, 4851, 4857, 5116, 4857
5023, 4863, 4845, 5023, 4914
6499, 4978, 6236, 6499, 4987
5265, 4919, 5007, 5265, 4894
5315, 4937, 5115, 5315, 4890
5156, 4854, 4964, 5156, 4768
5271, 4898, 5005, 5271, 4968
5216, 4929, 4997, 5216, 4854
5055, 5039, 4655, 4922, 5055
5364, 4759, 5113, 5364, 4801
5287, 4946, 5010, 5287, 5080
6718, 5025, 6448, 6718, 5056
5297, 4888, 4983, 5297, 5064
5314, 4862, 5053, 5314, 4838
5414, 4885, 5090, 5414, 4837
6384, 4916, 6301, 6384, 4979
5469, 4841, 5185, 5469, 4760
6516, 4934, 6235, 6516, 4905
5193, 4847, 4995, 5193, 4818
5344, 4976, 5100, 5344, 4976
5330, 4801, 5095, 5330, 4753
5535, 4994, 5243, 5535, 4974
5489, 4941, 5195, 5489, 4907
6709, 5053, 6441, 6709, 5034
5144, 4928, 4922, 5144, 4947
5185, 4988, 4938, 5185, 5002
6509, 4871, 6324, 6509, 4902
5165, 4782, 4964, 5165, 5043
5301, 4953, 5012, 5301, 4969
5357, 4907, 5106, 5357, 5095
6659, 5010, 6401, 6659, 4887
5429, 4936, 5099, 5429, 5014
5259, 4982, 4932, 5259, 4958
5323, 5015, 5072, 5323, 5208
5177, 4821, 4979, 5177, 4769
5381, 4879, 5029, 5381, 4862
6654, 4960, 6429, 6654, 5034
5208, 4824, 5016, 5208, 4848
5331, 5004, 5021, 5331, 5125
5072, 4791, 4823, 5072, 4799
5253, 4848, 5037, 5253, 4945
6574, 4912, 6296, 6574, 4929
5208, 4971, 4965, 5208, 5118
6544, 4888, 6312, 6544, 4877
5280, 4855, 4979, 5280, 4791
5125, 4787, 4914, 5125, 4741
6528, 4823, 6304, 6528, 4788
5231, 4849, 4992, 5231, 4945
5251, 4946, 5073, 5251, 4876
5148, 4848, 4945, 5148, 4871
5068, 4949, 4829, 5068, 4979
5114, 4893, 4822, 5114, 4919
5477, 5046, 5203, 5477, 5118
5287, 4902, 5026, 5287, 4929
6640, 4892, 6400, 6640, 4997
5225, 4816, 4965, 5225, 4817
6776, 4964, 6485, 6776, 4983
5254, 4948, 4973, 5254, 5038
5250, 5024, 5063, 5250, 4946
5156, 4787, 4927, 5156, 4801
5210, 4889, 4895, 5210, 4913
5240, 4951, 5010, 5240, 4998
6536, 4956, 6315, 6536, 4959
5455, 4953, 5205, 5455, 5051
5435, 4913, 5123, 5435, 4881
5465, 5025, 5115, 5465, 4951
5144, 4884, 4969, 5144, 4899
5215, 4854, 4994, 5215, 4859
