# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
42973, 42973, 39735, 41154, 37375
9522, 8391, 8369, 9426, 9522
9353, 9306, 9353, 8916, 9052
15520, 12901, 14267, 15375, 15520
10609, 10609, 10187, 9489, 9353
7115, 7115, 7061, 6979, 6818
7057, 7057, 7009, 7003, 6877
7308, 7229, 7156, 7308, 7209
7232, 7232, 7069, 6801, 6684
8458, 8451, 8435, 8458, 8302
8253, 7090, 7091, 8253, 8235
6941, 6941, 6936, 6907, 6763
6960, 6960, 6907, 6912, 6824
8528, 8528, 8447, 6968, 6876
6981, 6815, 6912, 6981, 6873
11422, 9198, 10431, 11422, 10104
8415, 8346, 8369, 8415, 8268
6973, 6973, 6924, 6802, 6736
8124, 6957, 6898, 8102, 8124
6981, 6981, 6957, 6852, 6838
6917, 6917, 6860, 6749, 6735
6936, 6936, 6838, 6836, 6771
6758, 6758, 6663, 6699, 6699
6911, 6911, 6896, 6865, 6802
6977, 6957, 6876, 6977, 6928
6962, 6915, 6887, 6962, 6887
6832, 6762, 6832, 6740, 6675
6864, 6864, 6805, 6790, 6770
7039, 7012, 7039, 6942, 7007
8061, 6855, 6850, 8061, 8029
6984, 6984, 6871, 6866, 6834
6943, 6943, 6836, 6819, 6737
6908, 6908, 6902, 6860, 6822
15639, 15639, 15526, 15270, 15187
9872, 9689, 9738, 9871, 9872
8388, 6995, 6918, 8287, 8388
6980, 6980, 6857, 6881, 6804
6798, 6676, 6653, 6798, 6736
8222, 8222, 8109, 6855, 6762
6698, 6698, 6689, 6621, 6542
6866, 6825, 6789, 6866, 6804
6733, 6721, 6733, 6632, 6550
8224, 8186, 8079, 8224, 8146
6736, 6736, 6674, 6695, 6702
8589, 8589, 8465, 8093, 7999
6793, 6793, 6729, 6781, 6746
6736, 6733, 6688, 6720, 6736
8209, 8209, 8040, 8091, 8047
6904, 6843, 6828, 6904, 6870
6802, 6802, 6746, 6766, 6731
8189, 8189, 8055, 8105, 8088
6932, 6932, 6890, 6781, 6731
6980, 6980, 6921, 6783, 6800
6864, 6864, 6859, 6771, 6761
6816, 6766, 6816, 6723, 6657
8271, 8271, 8115, 8032, 7989
6991, 6991, 6876, 6893, 6866
8452, 8452, 8196, 8147, 8027
6675, 6659, 6675, 6628, 6577
6755, 6755, 6717, 6737, 6656
6802, 6787, 6802, 6653, 6586
6845, 6845, 6738, 6796, 6745
8034, 6847, 6740, 8034, 7888
6767, 6687, 6677, 6767, 6721
6819, 6819, 6772, 6819, 6758
8110, 8110, 7983, 8067, 7968
6854, 6854, 6787, 6801, 6774
6907, 6907, 6840, 6800, 6736
6799, 6799, 6747, 6770, 6744
6781, 6781, 6726, 6700, 6661
8115, 6877, 6891, 8014, 8115
8055, 7067, 7032, 8029, 8055
6945, 6945, 6933, 6884, 6898
6848, 6848, 6754, 6744, 6697
6826, 6826, 6800, 6769, 6735
6956, 6956, 6870, 6842, 6772
8133, 7104, 7027, 8094, 8133
6852, 6852, 6778, 6794, 6705
6943, 6884, 6943, 6750, 6771
6805, 6805, 6733, 6737, 6731
6941, 6941, 6921, 6884, 6838
6861, 6861, 6815, 6820, 6827
6951, 6951, 6930, 6949, 6919
6861, 6861, 6809, 6781, 6743
6847, 6847, 6760, 6767, 6705
8034, 8034, 7922, 6747, 6747
6723, 6716, 6723, 6703, 6688
7984, 6807, 6777, 7915, 7984
6993, 6993, 6952, 6966, 6875
7079, 7079, 6931, 6766, 6751
8243, 8243, 8108, 8179, 8030
8002, 6894, 6873, 7902, 8002
6807, 6807, 6719, 6649, 6585
8217, 8217, 8072, 8026, 7887
6915, 6915, 6891, 6802, 6808
7952, 6962, 6902, 7915, 7952
7056, 7056, 7010, 6915, 6891
6820, 6820, 6771, 6805, 6804
6895, 6895, 6854, 6797, 6804
8047, 6943, 6890, 7971, 8047
6839, 6839, 6710, 6754, 6642
6842, 6842, 6797, 6738, 6691
8355, 8355, 8199, 8171, 8073
6835, 6835, 6786, 6758, 6711
6987, 6978, 6987, 6845, 6782
7080, 7080, 7027, 7035, 6957
8225, 8225, 8124, 8071, 8031
6978, 6978, 6840, 6729, 6697
6869, 6869, 6791, 6832, 6787
6821, 6821, 6752, 6731, 6722
6721, 6721, 6692, 6669, 6636
8091, 6887, 6843, 8043, 8091
6841, 6822, 6802, 6841, 6802
8150, 6931, 6902, 8092, 8150
6839, 6839, 6719, 6783, 6764
6676, 6659, 6631, 6676, 6637
8244, 8244, 8172, 8108, 8047
6882, 6882, 6860, 6774, 6749
8247, 8212, 8082, 8247, 8136
6900, 6900, 6854, 6806, 6790
6708, 6708, 6661, 6666, 6672
6853, 6840, 6776, 6853, 6814
6806, 6806, 6766, 6757, 6764
8307, 8307, 8200, 8224, 8118
6749, 6694, 6661, 6749, 6638
6886, 6886, 6843, 6751, 6684
8236, 8236, 8083, 8203, 8100
6822, 6822, 6816, 6696, 6661
8063, 6867, 6852, 7993, 8063
6939, 6939, 6896, 6847, 6825
6991, 6979, 6991, 6827, 6832
8367, 8367, 8336, 8088, 8128
6876, 6862, 6729, 6876, 6826
6771, 6771, 6687, 6759, 6661
6727, 6727, 6687, 6708, 6619
6979, 6979, 6934, 6957, 6913
6869, 6869, 6783, 6783, 6718
6998, 6998, 6993, 6947, 6898
6916, 6916, 6853, 6817, 6794
8211, 8211, 8108, 6916, 6869
8280, 8280, 8188, 8165, 8015
6730, 6730, 6707, 6702, 6664
8587, 8587, 8540, 7164, 7089
6902, 6902, 6894, 6838, 6792
8296, 8296, 8154, 6895, 6826
7096, 7096, 6986, 7031, 7040
6804, 6804, 6764, 6782, 6797
8381, 8381, 8144, 8200, 8067
8334, 8334, 8236, 8172, 8081
6717, 6712, 6717, 6656, 6633
6789, 6759, 6789, 6666, 6635
8185, 8185, 8062, 8123, 8060
6902, 6902, 6772, 6808, 6766
7107, 7107, 7040, 7080, 7017
7005, 7005, 6941, 6941, 6871
8093, 6988, 7001, 8074, 8093
8193, 8193, 8034, 8165, 8023
6790, 6704, 6683, 6790, 6740
6935, 6935, 6786, 6914, 6818
6958, 6958, 6884, 6844, 6819
6707, 6707, 6654, 6648, 6649
8425, 8425, 8336, 8345, 8222
8165, 8158, 8005, 8165, 8070
6828, 6828, 6801, 6791, 6684
6888, 6888, 6839, 6881, 6849
8215, 8215, 8102, 8191, 8067
8037, 6796, 6825, 7990, 8037
6906, 6776, 6663, 6906, 6811
6763, 6763, 6682, 6666, 6621
8189, 8119, 8057, 8189, 8139
8224, 8224, 8093, 8113, 8069
6731, 6731, 6635, 6675, 6588
6942, 6942, 6917, 6862, 6863
8103, 8065, 7939, 8103, 7994
8521, 8521, 8196, 8044, 7976
8082, 8082, 7950, 6808, 6722
6823, 6806, 6823, 6790, 6726
7002, 6883, 6836, 7002, 6977
6834, 6834, 6733, 6785, 6792
8280, 8280, 8151, 8198, 8131
6752, 6701, 6694, 6752, 6671
6808, 6808, 6762, 6797, 6773
7003, 7003, 6946, 6848, 6796
8289, 8280, 8130, 8289, 8112
6736, 6736, 6687, 6688, 6672
8023, 8023, 7883, 6787, 6675
8075, 7053, 7041, 8063, 8075
8132, 6843, 6832, 8132, 7942
6682, 6682, 6653, 6654, 6618
6811, 6780, 6729, 6811, 6689
6864, 6855, 6801, 6864, 6798
6897, 6897, 6806, 6677, 6666
8140, 7056, 7003, 8067, 8140
8116, 6909, 6866, 8112, 8116
6998, 6942, 6900, 6998, 6962
6839, 6839, 6754, 6769, 6724
6849, 6849, 6790, 6765, 6722
6813, 6740, 6713, 6813, 6778
7012, 7012, 6981, 6910, 6825
8083, 7068, 6949, 8034, 8083
6839, 6839, 6736, 6790, 6722
6991, 6991, 6897, 6946, 6890
8323, 8323, 8208, 7008, 6941
6907, 6907, 6893, 6869, 6743
6908, 6908, 6906, 6802, 6719
6712, 6698, 6712, 6601, 6551
6717, 6649, 6604, 6717, 6638
6951, 6951, 6869, 6815, 6740
8174, 8174, 8027, 8126, 8012
8324, 8278, 8324, 8172, 8214
6949, 6949, 6855, 6912, 6820
6864, 6864, 6775, 6832, 6743
6853, 6853, 6770, 6758, 6690
6845, 6845, 6736, 6763, 6691
6724, 6724, 6678, 6717, 6679
6785, 6785, 6730, 6739, 6663
6844, 6844, 6787, 6670, 6626
6879, 6879, 6813, 6778, 6713
8330, 8303, 8330, 8114, 8141
8177, 7054, 6998, 8177, 8067
6896, 6896, 6831, 6776, 6733
8168, 8134, 8168, 8085, 8110
6907, 6907, 6832, 6677, 6675
8060, 6988, 6985, 8055, 8060
8079, 6967, 6942, 8051, 8079
6907, 6907, 6871, 6822, 6759
8247, 8247, 8106, 7016, 6927
7033, 7033, 6897, 6750, 6672
8336, 8336, 8194, 8163, 8010
7007, 7007, 6886, 6656, 6576
6772, 6772, 6729, 6751, 6691
6828, 6828, 6781, 6778, 6700
6841, 6841, 6836, 6715, 6656
8135, 8135, 7970, 6916, 6834
6932, 6891, 6874, 6932, 6865
6902, 6902, 6808, 6785, 6717
6820, 6820, 6783, 6727, 6681
6814, 6814, 6743, 6769, 6703
8326, 8326, 8145, 8079, 7995
7905, 6722, 6655, 7897, 7905
8102, 6909, 6848, 8063, 8102
8434, 8434, 8299, 8195, 8036
8226, 7189, 7120, 8226, 8121
6826, 6826, 6719, 6632, 6602
6855, 6855, 6796, 6798, 6722
8166, 8166, 8032, 6881, 6853
8184, 8184, 8048, 8100, 8018
6827, 6827, 6814, 6731, 6601
6916, 6916, 6821, 6829, 6771
6771, 6771, 6651, 6713, 6609
8298, 8298, 8191, 7002, 6944
6760, 6760, 6661, 6725, 6687
8139, 8139, 8038, 8135, 8060
8166, 8166, 8016, 8067, 7980
6721, 6721, 6705, 6704, 6636
8116, 8116, 8014, 8079, 7931
6668, 6668, 6628, 6616, 6603
7000, 7000, 6926, 6874, 6860
7045, 7045, 7016, 6886, 6811
8271, 8271, 8156, 8096, 7945
8385, 8385, 8213, 8226, 8063
8204, 8204, 8095, 6885, 6826
6686, 6663, 6669, 6686, 6616
6967, 6930, 6967, 6851, 6689
6874, 6854, 6822, 6874, 6795
8211, 8139, 8073, 8211, 8081
8231, 8231, 8115, 6816, 6771
6964, 6964, 6929, 6898, 6821
8181, 8147, 8006, 8181, 8078
8262, 7089, 7056, 8214, 8262
6866, 6847, 6852, 6818, 6866
6724, 6703, 6636, 6724, 6663
6864, 6864, 6827, 6740, 6675
8143, 7058, 6954, 8079, 8143
8118, 6939, 6911, 8061, 8118
8359, 8359, 8217, 7012, 6977
6830, 6804, 6830, 6729, 6666
6863, 6863, 6735, 6719, 6653
