# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
70775, 70775, 70041, 69929, 70322
14979, 14915, 14761, 14979, 14898
18729, 15530, 15229, 18729, 18599
24588, 21731, 22856, 24504, 24588
16537, 14407, 14238, 16493, 16537
16372, 13758, 13735, 16372, 16182
14286, 14286, 13944, 13564, 13491
13814, 13814, 13741, 13712, 13486
13756, 13756, 13739, 13706, 13695
13587, 13587, 13562, 13502, 13405
13894, 13894, 13767, 13474, 13404
13849, 13849, 13841, 13630, 13577
13548, 13512, 13548, 13291, 13201
13680, 13680, 13669, 13512, 13356
13912, 13873, 13912, 13498, 13392
15636, 14258, 15607, 15636, 14121
15972, 13091, 13054, 15972, 15874
16517, 13784, 13683, 16413, 16517
16059, 13476, 13431, 16059, 16038
17225, 17225, 17090, 16587, 16637
13597, 13597, 13539, 13300, 13146
16797, 16797, 16796, 16541, 16585
13460, 13428, 13350, 13460, 13350
17139, 17139, 17079, 16720, 16799
13424, 13404, 13327, 13424, 13256
13612, 13612, 13549, 13459, 13408
13280, 13267, 13204, 13280, 13255
13614, 13614, 13582, 13541, 13460
13728, 13663, 13561, 13708, 13728
13470, 13466, 13409, 13470, 13432
13535, 13535, 13522, 13487, 13473
30570, 13676, 13515, 30485, 30570
17435, 17435, 17388, 16410, 16310
13446, 13446, 13400, 13442, 13412
13645, 13645, 13616, 13622, 13619
13786, 13786, 13676, 13715, 13738
13522, 13522, 13444, 13288, 13244
13622, 13622, 13566, 13594, 13513
15939, 13509, 13443, 15939, 15846
13588, 13526, 13476, 13588, 13478
13696, 13687, 13696, 13574, 13483
13417, 13417, 13398, 13368, 13308
13567, 13567, 13556, 13435, 13362
13533, 13533, 13518, 13515, 13488
13538, 13538, 13507, 13395, 13425
16967, 16921, 16883, 16917, 16967
13547, 13547, 13542, 13451, 13454
16392, 16368, 16392, 13588, 13484
16286, 13630, 13504, 16204, 16286
13579, 13564, 13575, 13579, 13529
16246, 13417, 13404, 16207, 16246
13789, 13789, 13681, 13491, 13426
13630, 13630, 13485, 13280, 13236
16062, 13402, 13404, 16062, 15983
15969, 13161, 13225, 15939, 15969
13533, 13533, 13484, 13354, 13384
13460, 13421, 13378, 13460, 13375
13829, 13829, 13777, 13681, 13676
16652, 16652, 16641, 16561, 16607
13385, 13385, 13353, 13341, 13327
13753, 13753, 13624, 13587, 13525
16867, 16867, 16825, 16495, 16547
13376, 13349, 13313, 13376, 13282
17110, 17110, 16992, 17048, 16965
13629, 13629, 13521, 13355, 13274
13523, 13523, 13499, 13348, 13339
13739, 13739, 13711, 13510, 13521
16100, 13434, 13359, 16056, 16100
13631, 13631, 13524, 13374, 13306
16334, 13718, 13713, 16334, 16289
16158, 13341, 13371, 16103, 16158
16173, 13436, 13381, 16173, 16163
13531, 13531, 13486, 13407, 13361
13550, 13550, 13542, 13396, 13379
13727, 13727, 13704, 13655, 13605
16176, 13791, 13704, 16158, 16176
16703, 16675, 16649, 16609, 16703
13268, 13268, 13230, 13223, 13173
16096, 13776, 13776, 16096, 16041
13601, 13601, 13561, 13413, 13411
16488, 13624, 13557, 16465, 16488
13786, 13786, 13699, 13577, 13450
13474, 13474, 13419, 13411, 13444
13727, 13727, 13672, 13563, 13590
13552, 13552, 13507, 13478, 13465
16855, 16855, 16784, 16503, 16585
17178, 17178, 17137, 16774, 16800
13417, 13417, 13410, 13411, 13342
17218, 17218, 17175, 16736, 16792
13533, 13517, 13533, 13413, 13350
13514, 13514, 13367, 13322, 13234
13641, 13641, 13591, 13273, 13203
13962, 13962, 13890, 13614, 13631
13704, 13704, 13680, 13570, 13533
16586, 16586, 16481, 13400, 13503
13663, 13663, 13620, 13596, 13538
13547, 13538, 13547, 13349, 13360
13465, 13465, 13430, 13432, 13419
16434, 13867, 13831, 16418, 16434
13540, 13540, 13467, 13301, 13316
13634, 13634, 13528, 13453, 13422
13680, 13680, 13591, 13506, 13476
15978, 13329, 13320, 15952, 15978
13531, 13531, 13494, 13360, 13382
16273, 13843, 13851, 16273, 16183
15863, 13081, 13060, 15824, 15863
13533, 13533, 13498, 13484, 13439
16136, 13545, 13467, 16136, 16027
13580, 13580, 13538, 13476, 13425
13680, 13648, 13610, 13674, 13680
13595, 13577, 13595, 13546, 13525
16105, 13603, 13570, 16105, 15988
16370, 16370, 16324, 13594, 13531
13383, 13366, 13294, 13383, 13320
13739, 13739, 13698, 13632, 13559
13548, 13526, 13502, 13548, 13481
13472, 13467, 13364, 13472, 13410
16090, 13395, 13353, 16036, 16090
16041, 13236, 13177, 15976, 16041
13599, 13599, 13520, 13498, 13452
13481, 13458, 13463, 13458, 13481
13450, 13378, 13308, 13439, 13450
13236, 13236, 13216, 13170, 13155
16048, 13495, 13346, 16046, 16048
13619, 13619, 13591, 13512, 13491
13537, 13537, 13535, 13351, 13332
15971, 13271, 13225, 15914, 15971
13798, 13798, 13720, 13673, 13654
13259, 13259, 13241, 13256, 13249
13533, 13472, 13359, 13533, 13480
13804, 13758, 13804, 13732, 13645
