# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
683989, 681133, 677366, 683366, 683989
313790, 313790, 313561, 313335, 313209
194379, 194379, 194318, 194079, 194116
171888, 170672, 171888, 171815, 171685
191205, 191205, 191098, 190999, 190674
189547, 188991, 188961, 189547, 189366
188994, 188994, 188930, 188667, 188599
189323, 188879, 188815, 189323, 189116
198280, 198280, 198219, 198184, 198006
188898, 188665, 188642, 188898, 188769
189149, 189055, 189031, 189149, 188873
189729, 189240, 189087, 189729, 189565
189357, 188681, 188606, 189357, 189162
189486, 189219, 189093, 189486, 189426
189158, 189158, 189156, 188980, 188814
191090, 189167, 191030, 191090, 188974
189636, 189074, 189041, 189636, 189187
189118, 188807, 188649, 189118, 189079
188976, 188965, 188863, 188976, 188914
189271, 188828, 188683, 189271, 189189
188784, 188571, 188473, 188784, 188653
189271, 189271, 189192, 189072, 189003
189271, 188854, 188734, 189271, 189200
188807, 188728, 188566, 188787, 188807
189255, 189255, 189170, 189213, 189108
203476, 203476, 203080, 202545, 202558
190049, 190049, 189943, 189840, 189744
189565, 188986, 188868, 189565, 189533
189204, 188960, 188788, 189204, 189113
188864, 188566, 188447, 188864, 188822
189174, 189169, 188988, 189174, 189061
188912, 188828, 188779, 188912, 188835
189387, 189271, 189133, 189387, 189274
189339, 189339, 189152, 189068, 189029
189347, 189347, 189200, 189044, 188912
189303, 188938, 188690, 189303, 189223
189001, 189001, 188775, 188942, 188925
188503, 188375, 188268, 188503, 188404
188636, 188194, 187945, 188636, 188627
189210, 189210, 188940, 189192, 189154
189150, 189150, 188961, 188898, 188829
188929, 188929, 188708, 188647, 188649
188829, 188829, 188647, 188525, 188489
202383, 202383, 202073, 201507, 201468
188453, 188284, 188241, 188453, 188325
188059, 187833, 187810, 188059, 187988
187935, 187899, 187731, 187935, 187839
188238, 187995, 187805, 188238, 188214
187983, 187550, 187447, 187983, 187915
187913, 187522, 187470, 187895, 187913
187648, 187276, 187114, 187648, 187536
188423, 188423, 188228, 188344, 188284
188772, 188240, 188101, 188772, 188682
187971, 187500, 187335, 187971, 187884
188166, 187729, 187635, 188166, 188086
188225, 188037, 187845, 188225, 188202
187783, 187783, 187671, 187443, 187341
188166, 187694, 187626, 188166, 188014
188986, 188986, 188709, 188266, 188178
188297, 188175, 188038, 188281, 188297
194413, 173856, 174016, 194413, 194371
189067, 188966, 188904, 189067, 188994
188362, 188293, 188161, 188362, 188227
188947, 188419, 188373, 188910, 188947
188762, 188762, 188425, 188057, 188014
188621, 188621, 188508, 188446, 188377
188065, 188065, 187862, 188065, 187983
188403, 188403, 188251, 188215, 188118
188156, 188156, 187958, 187970, 187869
188283, 188283, 188136, 188245, 188157
187946, 187649, 187483, 187946, 187835
188689, 188412, 188379, 188689, 188558
188445, 188445, 188408, 188404, 188304
189001, 188732, 188689, 189001, 188943
188090, 188027, 187916, 188090, 188025
188240, 188240, 188080, 187355, 187336
188030, 187607, 187469, 188030, 187865
188538, 188538, 188374, 188495, 188479
235940, 235889, 235936, 235839, 235940
189676, 189676, 189414, 189540, 189417
188566, 188566, 188363, 188284, 188186
188318, 188318, 188164, 188172, 188014
186958, 162506, 162470, 186958, 186839
189538, 189538, 189387, 189152, 189161
188671, 188671, 188521, 188477, 188477
188426, 187465, 187395, 188388, 188426
188561, 188258, 188140, 188561, 188481
188145, 188145, 187991, 187820, 187759
188693, 188693, 188568, 188374, 188268
190295, 188546, 188460, 190295, 190145
188514, 187724, 187645, 188514, 188423
188820, 188569, 188450, 188820, 188746
188673, 188635, 188492, 188673, 188544
189163, 188876, 188681, 189163, 189114
188656, 188567, 188470, 188656, 188552
211210, 210666, 210543, 211207, 211210
188833, 188833, 188732, 188121, 187916
185863, 161325, 161321, 185765, 185863
188694, 188694, 188620, 188511, 188605
187466, 186885, 186777, 187466, 187424
188657, 188212, 188122, 188657, 188634
188822, 188572, 188489, 188822, 188797
187888, 187678, 187506, 187888, 187815
188634, 188634, 188502, 188242, 188210
187947, 187858, 187661, 187947, 187902
188329, 188329, 187932, 187454, 187420
188163, 187533, 187425, 188157, 188163
187939, 187598, 187579, 187939, 187868
188649, 188649, 188554, 188257, 188287
188414, 187823, 187706, 188414, 188290
188715, 188715, 188561, 188692, 188660
188957, 188957, 188779, 188173, 188135
188050, 188050, 187884, 187961, 187937
193760, 193760, 193549, 193229, 193252
188512, 187939, 187764, 188512, 188482
188798, 188327, 188203, 188798, 188666
188449, 188449, 188337, 188163, 188130
189049, 188039, 187890, 189049, 188929
188402, 188224, 188139, 188402, 188330
188518, 188047, 187919, 188518, 188349
187685, 187280, 187198, 187685, 187633
188284, 188146, 187977, 188284, 188185
188329, 188329, 188201, 187900, 187888
188126, 188126, 188073, 187867, 187810
187844, 186994, 186956, 187844, 187799
188639, 188639, 188561, 188401, 188313
187610, 187579, 187381, 187610, 187542
188462, 188041, 188007, 188462, 188419
188229, 187952, 187811, 188229, 188156
188199, 187907, 187753, 188199, 188011
211910, 211910, 211790, 203695, 203713
195097, 195097, 194784, 194282, 194289
188537, 188537, 188399, 188443, 188310
188795, 188785, 188634, 188795, 188706
188937, 188937, 188597, 188118, 188002
188562, 188110, 188027, 188562, 188466
188484, 187961, 187801, 188484, 188363
188137, 187131, 187012, 188137, 188019
187759, 187559, 187433, 187752, 187759
189596, 189141, 189067, 189596, 189535
188616, 188370, 188189, 188616, 188485
188594, 188466, 188348, 188558, 188594
188501, 188501, 188367, 187761, 187678
188708, 188708, 188555, 187934, 187776
188818, 188818, 188660, 188561, 188488
188779, 188779, 188678, 188719, 188613
188143, 188032, 187910, 188143, 188035
192949, 187745, 187618, 192949, 192805
291267, 291084, 290944, 291267, 291190
188527, 188184, 188018, 188527, 188426
188653, 187988, 187844, 188653, 188584
188106, 187532, 187377, 188106, 188030
188777, 188630, 188482, 188777, 188731
188543, 188060, 187883, 188543, 188483
188087, 187757, 187620, 188087, 187992
187929, 187604, 187421, 187929, 187858
188686, 187889, 187724, 188686, 188661
188368, 188128, 187954, 188368, 188290
188612, 188612, 188436, 188452, 188416
189036, 188558, 188395, 189036, 189008
188313, 187957, 187791, 188313, 188190
