highest,rank0,rank1,rank2,rank3
354496,309808,354496,311896,314267
109439,104057,91596,93113,109439
100127,94799,83901,85268,100127
100268,94895,84446,85422,100268
100977,95712,86622,87902,100977
99701,93980,85182,86446,99701
101443,96158,85352,86742,101443
100317,94972,86864,88257,100317
99670,95023,83848,85227,99670
101734,96372,84079,85607,101734
101649,96106,83901,85054,101649
100401,95075,85100,86467,100401
101373,96150,84642,85787,101373
100246,94908,84808,86243,100246
102709,95225,85047,86347,102709
100169,94801,83820,85377,100169
100869,95574,83858,85315,100869
101875,96754,84684,85956,101875
100938,95842,81864,83336,100938
100318,94929,84224,85659,100318
100758,95402,86382,88243,100758
101677,95862,83947,85301,101677
100563,95299,82424,83540,100563
99436,94063,80474,82052,99436
103639,98121,86255,87716,103639
100243,95079,84365,85510,100243
100733,95287,83155,84582,100733
101308,98797,83449,84693,101308
100616,95108,84378,85566,100616
101294,95883,85100,86480,101294
106769,101502,82405,82254,106769
100506,95073,83512,84937,100506
99717,94341,86689,87894,99717
101688,94710,83386,84752,101688
99610,94428,83802,85252,99610
97580,92558,88165,89419,97580
101369,96065,85619,86424,101369
101447,96090,86843,86198,101447
99046,93692,84044,85278,99046
99890,94743,85098,86427,99890
100170,94646,85927,87305,100170
102844,97650,86117,87366,102844
100702,95342,87015,88407,100702
100157,94801,85003,86295,100157
100155,94696,86703,88007,100155
101094,95702,85561,86764,101094
100241,94776,86726,88020,100241
96156,92244,87069,88595,96156
101265,95935,85318,86661,101265
97543,93001,87738,89005,97543
100428,95182,87613,88979,100428
102108,96578,85938,87175,102108
99812,94534,86188,87506,99812
101045,95523,84884,86167,101045
97444,93339,89842,91275,97444
100633,95361,87244,88738,100633
101664,96347,87354,88712,101664
96391,92611,91683,93248,96391
101020,95579,85496,87171,101020
101088,95589,84808,85936,101088
101257,95843,85634,86802,101257
100284,94867,84629,85940,100284
104165,95240,86065,87344,104165
99963,94544,84526,85779,99963
100962,95508,87823,89276,100962
100356,95007,84921,86348,100356
99914,94946,85039,86275,99914
