highest,rank0,rank1,rank2,rank3
4132363,4072448,4132363,4131975,4079317
11557,11557,10299,9597,10792
10895,10895,9954,8244,8974
10940,10940,9753,7749,8455
11460,11460,9682,7822,8535
10931,10931,9747,8086,8917
10570,10570,9552,8259,8901
10826,10826,9485,7733,8661
11360,11360,10646,7658,8450
11291,11291,9628,7647,8437
11358,11358,9719,7708,8598
10997,10997,9747,7651,8349
10968,10968,9994,9735,10675
11015,11015,9593,8160,8741
10550,10550,10377,7864,8489
10567,10567,10554,7655,8460
10485,10485,10320,7768,8473
10961,10961,9991,7624,8552
10539,10539,10250,7744,8671
10973,10973,10108,8405,8890
10547,10547,9961,7903,8758
10575,10575,10416,8328,8919
11299,11299,10086,8288,9081
10489,10489,9940,8278,9236
11355,11355,9719,7669,8488
10472,10472,9971,8018,8792
10664,10664,10645,7899,8567
10668,10668,9982,8098,8757
10580,10580,9616,8151,8878
10548,10548,9526,8324,9252
10935,10935,9671,7886,8849
10628,10628,9777,7774,8534
11284,11284,9590,8183,8605
11020,11020,9643,8053,9318
10917,10917,9638,7686,8460
11261,11261,9656,8192,8476
10638,10638,10140,7952,8779
10996,10996,9944,8069,8310
10897,10897,9984,8075,8994
10813,10813,10009,7623,8450
10659,10659,10071,8438,9208
11305,11305,10031,7639,8401
11126,11126,9577,8201,8959
10989,10989,10167,7753,8618
10902,10902,9607,7941,8397
12131,12124,12131,7682,6728
11620,11620,9588,7626,8404
10926,10926,10050,7850,8808
10489,10489,9944,7853,8812
10569,10569,9906,7817,8593
10543,10543,10020,7926,8847
10454,10454,10416,7664,8441
10505,10505,10343,7675,8479
10449,10449,10050,7597,8438
10947,10947,10025,7723,8617
10615,10615,9973,8041,8905
10956,10925,10956,7596,8492
10833,10833,9637,7917,8907
10441,10441,9557,8166,8970
10946,10946,9657,7883,8860
10498,10498,9939,8056,8906
10887,10887,9887,7809,8582
10786,10786,9579,8063,8473
12540,10536,9998,10396,12540
11030,11030,10010,8031,8498
10994,10994,9939,7693,8601
10900,10900,9532,7721,8885
10884,10884,9855,8064,8705
11418,11418,9791,7936,8449
10934,10934,9938,7578,8447
11408,11408,9804,7639,8568
10439,10439,9941,7723,8486
10623,10623,10060,7832,8783
10638,10638,9813,8006,8956
16289,16286,16289,12133,13013
10961,10961,9679,7812,8358
10785,10785,9710,8183,8966
11012,11012,10002,7684,8524
10486,10486,9595,7635,8487
10523,10523,9566,7690,8520
10458,10458,9598,7652,8493
10694,10694,9658,7591,8448
10493,10493,9752,7787,8792
10804,10804,9982,7715,8520
10554,10554,10009,7641,8480
10874,10874,10056,7955,8535
11309,11309,9925,7796,8731
10600,10482,10600,7959,8524
12863,12863,10088,8377,9451
10467,10467,10329,8018,8844
10924,10924,9911,8277,9279
10641,10641,10032,8048,8989
10536,10536,9799,8032,8591
10536,10536,9486,8158,8992
10442,10442,9582,7915,8545
10534,10534,9862,7909,8558
10496,10496,9578,8102,9292
10516,10516,9567,8107,8514
10540,10540,9582,8006,8453
10521,10521,9891,7706,8537
10651,10651,10088,7649,8499
10526,10526,10196,7590,8583
10990,10990,9531,8021,8621
10436,10436,9864,7792,8481
10592,10592,9653,8158,8464
10521,10521,9539,8127,8452
10727,10727,9936,7928,8639
10616,10616,9679,8109,8458
10564,10564,9649,7758,8535
10527,10527,9621,7883,8816
10607,10607,9668,8084,8488
10556,10556,9504,7779,8597
10529,10529,9559,7658,8501
10931,10931,9645,7568,8450
10495,10495,9605,7816,8554
10575,10575,9610,7690,8501
10594,10594,9664,7563,8372
10465,10465,9936,7637,8486
10639,10639,9566,7939,8659
10461,10461,9987,7682,8542
10923,10923,10060,7832,8483
10854,10854,9613,7751,8612
10554,10554,9938,7656,8498
11157,11157,9653,7679,8440
10554,10554,10071,7715,8600
10610,10610,9473,7736,8586
10441,10441,9829,7817,8694
10570,10570,10051,8263,8739
10701,10701,9836,7949,8814
10523,10523,9617,7647,8519
10488,10488,9919,7657,8450
10556,10556,9687,7729,8540
10599,10599,9671,7725,8585
10440,10440,10010,7683,8463
10879,10879,9575,7993,8933
10491,10491,9943,7833,8763
10547,10547,9648,8084,8652
11009,11009,11002,7613,8444
10727,10727,10025,8008,8891
10880,10880,9612,7563,8329
11193,11193,9610,8234,8483
10482,10482,10290,8150,8880
10976,10976,10366,7586,8418
10671,10671,9976,7573,8426
11123,11123,9631,7746,8448
10885,10885,10366,7675,8605
14867,14867,10053,10746,11969
10734,10734,10017,8122,8973
11086,11086,9626,8450,9190
11248,11248,9705,8145,8425
10936,10936,9882,7844,8741
10470,10470,8282,9724,10421
10915,10915,10003,7731,8565
10961,10961,9568,7651,8438
10470,10470,9585,8117,8813
10851,10851,9976,7616,8404
10555,10555,9991,7715,8516
10381,10381,10286,7717,8490
10470,10470,9542,7653,8443
10603,10603,10023,7668,8641
10482,10482,9934,7642,8466
10456,10456,10328,7586,8501
10531,10531,9880,7962,8473
10954,10954,9464,8005,8946
10564,10564,10053,7929,8923
10989,10989,9629,7722,8392
10739,10739,10739,7651,8099
10427,10427,9915,7580,8401
11118,11118,9564,7680,8651
10813,10813,9821,7629,8608
11279,11279,10070,7828,8437
10887,10887,9954,8132,8984
10580,10580,9585,7700,8520
10892,10892,10218,8000,8638
10533,10533,9526,7607,8428
10742,10742,9539,7629,8687
10478,10478,9541,7713,8617
10623,10623,9653,7697,8604
10540,10540,9597,7654,8420
10578,10578,9514,7644,8535
11025,11025,9534,7715,8508
10457,10457,9651,7614,8397
10922,10922,9566,7861,8720
10490,10490,9514,7604,8399
10679,10679,9990,7716,8644
10976,10976,9532,7715,8512
10930,10930,9574,7640,8501
10564,10564,10124,7700,8417
10874,10874,9530,8033,8508
10964,10964,9524,7603,8451
10457,10457,9885,8038,8494
11030,11030,9585,7802,8713
10887,10887,10190,7620,8436
10889,10889,9796,8376,9167
10389,10389,9938,8011,8558
10469,10469,10322,8190,8556
10907,10907,9607,8001,8893
10506,10506,9878,7674,8490
12004,12004,9877,8138,8914
