highest,rank0,rank1,rank2,rank3
100912169,100565696,100912169,100830455,100315948
55843983,55537924,55843983,55544917,55340030
55567056,55265532,55567056,55526194,55071890
55611824,55329105,55611824,55312507,55118807
55573920,55270199,55573920,55536674,55091908
55920385,55628532,55920385,55641166,55421768
55580795,55255493,55580795,55523629,55076732
56033270,55728812,56033270,55734534,55535292
55580808,55263048,55580808,55528256,55070349
55658053,55350936,55658053,55396981,55206690
55567259,55235581,55567259,55501537,55062331
55622374,55324845,55622374,55322444,55133741
55502474,55237007,55502474,55478809,55023068
55547309,55257313,55547309,55252464,55061745
55489305,55206898,55489305,55454039,54993141
55572062,55270323,55572062,55257992,55065716
55497991,55216046,55497991,55436459,55006218
56056168,55731535,56056168,55733758,55544644
55567216,55237961,55567216,55493961,55065938
55724522,55397726,55724522,55405219,55225663
