highest,rank0,rank1,rank2,rank3
345697710,345697710,307808573,323880146,340269995
329388774,329388774,319132954,321863625,324595325
332416541,332416541,321767002,324495893,327223714
331094319,331094319,320985392,323714606,326442619
329747481,329747481,319226563,321954015,324681715
328922073,328922073,318807704,321536035,324263567
335123419,335123419,324446421,327175193,329901852
335743471,335743471,325496515,328224539,330952613
334120980,334120980,323419648,326147855,328876849
331632362,331632362,321396246,324124470,326852920
332727118,332727118,322066897,324794857,327522514
331718792,331718792,321486525,324216916,326944573
332501626,332501626,321835412,324562604,327291299
331628181,331628181,321397338,324126026,326854483
330985669,330985669,320448375,323177001,325904422
329806980,329806980,319682792,322411164,325138617
330133699,330133699,319575322,322303284,325032377
330625999,330625999,320493575,323222743,325948963
331116072,331116072,320541792,323269778,325998644
330754234,330754234,320616197,323344655,326071869
