highest,rank0,rank1,rank2,rank3
3579677,1943114,1935938,3577170,3579677
34335,34335,33023,31323,30722
28777,28777,27043,27640,25990
30158,30158,28410,29041,26949
34189,34189,29245,29531,26918
30712,30712,28971,29943,28017
30585,30585,28528,29445,28124
30300,30300,28068,29420,27874
29697,29697,28527,29178,27202
29326,29141,27691,29326,27694
29426,29426,27849,29151,27179
30416,30416,28144,28427,28333
31938,29738,29901,29742,31938
29589,29589,28391,28905,28183
30581,30581,28265,29152,27662
30946,30320,28576,30946,27342
30492,30492,27815,28565,28706
29673,29673,28938,28274,27638
30592,30592,29257,29165,27473
30286,30286,27837,29804,27753
30518,30518,27524,29037,27618
31403,31403,28160,29816,28448
30571,30571,27879,28483,26684
30221,30221,28628,28885,27663
29608,29608,27496,28740,27482
29630,29330,29630,28898,27862
29454,29454,28499,28967,27057
29911,29911,28140,29717,27497
30282,30282,29472,29287,29182
32218,32218,28402,29249,26987
29819,29819,28020,28870,27188
30431,30431,28226,29819,27764
30388,30388,27847,28694,29261
30740,30740,28719,28985,27378
30305,29717,28809,30305,28142
31009,31009,27746,28883,27479
30157,30157,28157,29414,26929
30037,30037,27799,29072,27242
29923,29923,28053,29461,27388
30014,29675,28635,30014,27087
29895,29895,28575,29073,27018
29883,29883,28868,29344,28157
29579,29528,27441,29579,27305
34380,30268,34380,28499,31185
30765,30765,27700,29634,28430
30818,30818,28269,29122,27458
30730,30730,27908,28947,27899
29259,29259,28202,29183,28283
30431,30431,27964,30348,27797
29625,29625,28870,29153,28072
29976,29445,28018,29976,28379
30604,30604,27683,28663,26884
29610,29610,27773,29006,27278
29692,29504,27863,29692,27300
29602,29602,27419,28794,27011
30515,30515,28124,28921,28408
29730,29532,27851,29730,27575
29587,29587,27989,28711,27560
30119,30119,28506,28313,27295
30165,28956,28985,30165,27585
31958,30755,28601,31958,28639
29814,29814,28381,28738,27876
30361,30361,28506,29333,27909
30210,29806,29025,30210,28518
31358,31358,29058,29725,27707
33054,33054,28713,29434,27662
30170,30170,28423,28882,27953
29834,29513,28150,29834,27437
30200,30200,27683,28986,27473
29778,29778,27369,29386,28008
29666,29666,28287,28954,27904
29710,29710,27975,29269,26754
29745,29676,27496,29745,27941
31077,30926,27628,29031,31077
29593,29593,28283,29144,27915
29229,29229,28013,28821,28592
30528,30528,27746,29422,27464
30206,30025,30206,29116,27812
30098,30098,27557,28946,27525
29887,29887,28791,28503,28189
30525,30525,27951,28743,27580
29887,29887,28138,29069,28229
30042,30042,28091,29353,27890
30646,30646,29090,29821,27813
30793,30793,28015,29707,27687
30065,30065,28392,28494,27685
30981,30981,28405,30012,28440
29883,29883,27936,28694,27364
30196,30196,27425,29467,27814
30213,30213,28051,28951,27941
31777,31576,31777,29097,27252
29753,29753,28274,28943,27633
29996,29996,27965,29036,27975
30403,30403,28443,29648,27717
30681,30681,28015,28928,27110
31167,29948,31167,28648,29648
29765,29765,27721,29383,27440
30640,30640,28504,29704,27939
29940,29940,28717,29378,27965
30218,30218,28381,29630,27427
29903,29809,28512,29903,27895
30198,30198,28339,29289,28577
29473,29101,27904,29473,27316
30767,30767,27655,29715,27484
