highest,rank0,rank1,rank2,rank3
3414458,1773544,1768204,3408608,3414458
11777,11777,9127,9836,7088
9388,9388,7652,7754,5286
9712,9712,8198,7459,5348
9620,9620,7620,7958,5155
9112,9112,7308,7691,5271
9259,9259,7285,7932,5360
8842,8842,7196,7496,5197
8973,8973,7186,7668,5170
8951,8951,7679,7298,5191
9060,9060,7188,7614,5237
9028,9028,7166,7353,5247
9260,9260,7459,7256,5095
9137,9137,7244,7270,5545
8955,8955,7626,7337,5287
9490,9490,7790,7376,5224
9017,9017,7136,7467,5204
8851,8851,7262,7477,5206
8831,8831,7244,8202,5775
8960,8960,7492,7474,5198
9246,9246,7167,7561,5353
9343,9343,7964,7579,5277
9332,9332,7060,7520,5423
9553,9553,7360,7337,5251
9147,9147,7353,7307,5608
9162,9162,7709,7609,5458
9013,9013,7313,7613,6399
8967,8967,7318,7671,5513
9222,9222,7239,8055,5278
9106,9106,7309,7738,5648
9381,9381,7656,7474,5662
8869,8869,7384,7840,5390
8905,8905,7213,7614,5124
8961,8961,7304,7423,5175
9588,9588,7174,7219,5293
9070,9070,7611,7386,5372
9816,9816,7521,7644,5118
8891,8891,7134,7606,5222
11147,11147,7231,7320,5650
8884,8884,6963,7343,5547
8873,8873,7088,7235,5138
8872,8872,7490,7597,5180
9223,9223,7111,7332,5179
9386,9386,7401,7316,5059
8961,8961,7188,7247,5102
8927,8927,7118,7594,5306
9061,9061,7466,7253,5194
10066,10066,7812,7862,5558
10808,10808,7265,7726,3821
9391,9391,7677,7377,5339
9086,9086,7243,7771,5294
9289,9289,7223,7634,5484
9494,9494,7276,7550,5206
9374,9374,7537,7331,5192
9094,9094,7215,7376,5330
9480,9480,8020,7528,5451
9057,9057,7389,7592,5340
9564,9564,7609,7552,5456
8890,8890,7136,7370,5709
8966,8966,7263,7390,5300
9412,9412,7164,7530,5812
9257,9257,8026,7473,5668
8918,8918,7532,7448,5359
9003,9003,7466,7423,5300
9450,9450,7253,7537,5234
9381,9381,7580,7811,5330
8702,8702,7097,7513,5647
8705,8705,7959,7670,5528
9106,9106,7611,7982,5426
9127,9127,7275,7237,5200
8888,8888,7308,7239,5206
8870,8870,7224,7191,5119
9190,9190,7148,7688,5571
8730,8730,7403,7970,5848
8801,8801,7656,7158,5062
9076,9076,7905,7341,5301
9201,9201,7506,7359,5263
9050,9050,7113,7211,5133
8837,8837,7293,7812,5420
8890,8890,7005,7468,5170
9491,9491,7031,7435,5249
9185,9185,7705,7670,5238
8956,8956,7221,7059,5187
9000,9000,6922,7461,5439
