highest,rank0,rank1,rank2,rank3
3463373,1741093,1735784,3456939,3463373
11587,11587,9220,9426,6870
9589,9589,7503,7528,5241
9377,9377,7746,7517,5479
9592,9592,7543,7600,4882
9118,9118,7365,7365,5401
9117,9117,7402,7425,5341
9249,9249,7323,7262,5381
8904,8904,7435,7888,5259
9069,9069,7789,7300,5024
9073,9073,7325,7353,5404
9243,9243,7211,7220,5156
9340,9340,7256,7321,5232
9645,9645,7141,7352,5276
9331,9331,7212,7435,5202
9275,9275,8085,7061,5325
8900,8900,7274,7121,5461
8937,8937,7344,7266,5297
9513,9513,7133,7461,5126
8928,8928,7422,7546,5255
9043,9043,7126,7921,5311
9359,9359,7891,7103,5492
8988,8988,7368,7647,5241
9068,9068,7234,7312,5300
9623,9623,7432,7318,5472
9083,9083,7697,7409,5220
9148,9148,7276,7221,5589
8944,8944,7591,7060,5391
9287,9287,7650,7697,5316
9104,9104,7417,7650,5527
9029,9029,7431,7641,5259
8971,8971,7610,7273,5231
9346,9346,7351,7228,5116
9460,9460,7700,7621,5175
9065,9065,7167,7431,5154
8900,8900,7455,7212,5048
8939,8939,7195,7320,5413
9632,9632,7516,7225,5159
8839,8839,7256,7665,5468
9266,9266,7267,7266,5105
9256,9256,7047,7358,5199
8960,8960,7120,7776,5288
9346,9346,7013,7307,5417
9126,9126,7506,7281,5171
8903,8903,7410,7140,5294
8900,8900,7140,7295,5201
9024,9024,7990,7438,5255
9144,9144,7291,7102,5610
9668,9668,7198,7970,4785
8913,8913,8122,7250,5218
9847,9847,7723,7377,5251
9107,9107,7161,7095,5322
9166,9166,7802,7175,5218
9065,9065,7524,7407,5259
9510,9510,7181,7443,5355
8924,8924,7653,7288,5215
9209,9209,7836,7423,5128
9080,9080,7604,7733,5362
8974,8974,7407,7373,5360
9443,9443,7442,7843,5552
8885,8885,7158,7316,5223
9266,9266,7685,7168,5325
8850,8850,7220,7711,5558
9000,9000,7275,7393,5274
9430,9430,7121,7401,5672
9002,9002,7281,7257,5223
9364,9364,7024,7290,5223
8913,8913,7764,7364,5139
9256,9256,7240,7133,5100
8887,8887,7234,6991,5177
9223,9223,7178,7084,5152
8982,8982,7343,6977,5409
8883,8883,7408,7276,5195
8931,8931,7754,7362,5189
8758,8758,7548,6996,5301
8778,8778,7590,7651,5132
9051,9051,7705,7253,5151
9150,9150,7024,8735,5316
8936,8936,7169,7115,5260
8957,8957,7304,7130,5264
9176,9176,7087,7008,5479
9020,9020,7497,7321,5229
9104,9104,7647,7207,5139
9008,9008,7208,7412,5325
