# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
69740, 69740, 68465, 67386, 67626
14737, 14737, 14523, 14500, 14371
17755, 17624, 17755, 17485, 17603
24576, 21927, 23228, 24513, 24576
20321, 20321, 19933, 19076, 18985
13733, 13733, 13726, 13496, 13431
13548, 13548, 13548, 13447, 13272
13373, 13373, 13352, 13328, 13297
13660, 13660, 13584, 13464, 13494
13412, 13412, 13401, 13393, 13209
13485, 13485, 13385, 13362, 13329
16358, 16358, 16338, 13749, 13709
13473, 13473, 13435, 13422, 13307
15857, 13563, 13533, 15857, 15838
13529, 13529, 13494, 13375, 13352
19931, 16361, 17542, 19931, 18607
16013, 13595, 13524, 16013, 15884
13480, 13478, 13408, 13480, 13436
13384, 13384, 13242, 13323, 13308
13433, 13433, 13340, 13209, 13159
13734, 13734, 13611, 13565, 13477
13338, 13338, 13268, 13225, 13205
13631, 13631, 13494, 13387, 13423
16214, 13701, 13585, 16107, 16214
13204, 13204, 13066, 13134, 13120
13594, 13594, 13425, 13287, 13194
13318, 13318, 13205, 13091, 13132
13173, 13173, 13119, 13119, 13047
13891, 13891, 13692, 13534, 13517
15688, 13309, 13232, 15649, 15688
13580, 13580, 13421, 13272, 13187
15737, 13459, 13325, 15687, 15737
13359, 13228, 13204, 13359, 13198
13669, 13669, 13511, 13056, 13046
15936, 13394, 13313, 15852, 15936
13287, 13216, 13175, 13267, 13287
13114, 13114, 13023, 13093, 13112
13705, 13705, 13511, 13299, 13305
13463, 13463, 13415, 13142, 13097
13279, 13237, 13279, 13161, 13030
13341, 13330, 13214, 13341, 13229
15806, 13673, 13603, 15769, 15806
13364, 13364, 13260, 13075, 13059
13404, 13404, 13294, 13135, 13065
15857, 13452, 13304, 15792, 15857
13216, 13210, 13216, 13114, 13060
13394, 13394, 13309, 13171, 13181
15843, 13419, 13334, 15843, 15840
13306, 13306, 13163, 13169, 13089
15800, 13601, 13458, 15800, 15781
13149, 13149, 13060, 13080, 13040
13307, 13307, 13229, 13181, 13084
13156, 13107, 13085, 13156, 13094
15663, 13132, 13027, 15657, 15663
13308, 13308, 13246, 13182, 13168
16066, 16066, 15967, 13072, 13091
13071, 13071, 13009, 13032, 12958
16679, 16679, 16619, 16215, 16176
13127, 13127, 13006, 13042, 13019
13446, 13446, 13350, 13164, 13027
13147, 13114, 12999, 13088, 13147
13135, 13135, 13071, 13034, 12987
13266, 13266, 13141, 13184, 13168
13383, 13378, 13322, 13383, 13356
16585, 16585, 16475, 15908, 16022
15814, 13132, 13023, 15725, 15814
16501, 16474, 16361, 16501, 16406
13308, 13212, 13135, 13308, 13278
13363, 13363, 13257, 13098, 13072
16710, 16710, 16565, 16249, 16133
13135, 13022, 12948, 13135, 13016
13277, 13277, 13199, 13140, 13112
16696, 16696, 16577, 15947, 15833
13282, 13254, 13222, 13245, 13282
13479, 13479, 13311, 13104, 13120
13372, 13363, 13247, 13372, 13257
13445, 13445, 13369, 13107, 13063
13325, 13325, 13206, 13133, 13002
13280, 13280, 13206, 13188, 13223
13253, 13253, 13186, 13173, 13158
13276, 13276, 13235, 13240, 13158
15527, 13350, 13322, 15516, 15527
13305, 13305, 13274, 13141, 13042
13159, 13159, 13035, 13058, 12998
13388, 13388, 13273, 13193, 13114
13440, 13440, 13292, 13133, 13093
13395, 13395, 13276, 13169, 13102
16713, 16713, 16676, 15911, 15863
13303, 13303, 13182, 13074, 13039
15737, 13721, 13673, 15695, 15737
13166, 13166, 13147, 13119, 13112
15648, 13662, 13563, 15621, 15648
15681, 13631, 13514, 15669, 15681
15551, 13411, 13351, 15452, 15551
13184, 13184, 13081, 13161, 13138
13333, 13299, 13209, 13333, 13330
16551, 16540, 16551, 15856, 15924
13406, 13406, 13275, 13238, 13140
13837, 13837, 13729, 13468, 13429
13552, 13552, 13375, 13203, 13167
13353, 13353, 13238, 13210, 13172
15751, 13616, 13512, 15730, 15751
13243, 13243, 13137, 13186, 13100
15766, 13692, 13590, 15712, 15766
13669, 13669, 13639, 13397, 13526
13233, 13233, 13137, 13166, 13102
13137, 13137, 13081, 13135, 13028
13354, 13354, 13228, 13182, 13201
15814, 13487, 13294, 15777, 15814
16277, 16274, 16277, 13123, 13030
13260, 13260, 13102, 13096, 13125
13332, 13332, 13191, 12986, 12997
13318, 13317, 13318, 13271, 13169
13215, 13215, 13135, 13124, 13107
16101, 16101, 15980, 13013, 13030
13264, 13050, 12981, 13264, 13215
13557, 13557, 13451, 13243, 13228
15564, 13759, 13600, 15517, 15564
13441, 13441, 13302, 13233, 13170
15810, 15810, 15770, 13171, 13142
13295, 13295, 13191, 13125, 13136
13531, 13531, 13412, 13168, 13166
13498, 13498, 13378, 13187, 13149
13197, 13197, 13082, 13079, 13034
16306, 16306, 16191, 13268, 13259
13352, 13352, 13261, 13102, 13039
13608, 13608, 13380, 13161, 13100
15685, 13566, 13450, 15682, 15685
13003, 13003, 12882, 12958, 12888
13295, 13295, 13166, 13169, 13086
13765, 13765, 13676, 13243, 13313
13580, 13580, 13409, 13237, 13177
13243, 13243, 13133, 13112, 13126
15623, 13580, 13499, 15607, 15623
13414, 13414, 13312, 13107, 13014
13406, 13406, 13279, 13085, 13009
16683, 16656, 16683, 16145, 16204
13455, 13455, 13235, 13050, 13042
13374, 13374, 13364, 13205, 13166
13239, 13239, 13173, 13016, 12955
13577, 13577, 13455, 13196, 13142
16495, 16495, 16472, 16472, 16355
16737, 16737, 16511, 16411, 16272
13322, 13322, 13285, 13234, 13079
15801, 13331, 13302, 15799, 15801
13327, 13327, 13187, 13029, 13065
13196, 13196, 13085, 13091, 13003
15704, 13571, 13481, 15704, 15702
13394, 13394, 13290, 13081, 13058
13500, 13500, 13117, 13167, 13149
13306, 13306, 13211, 13141, 13107
13427, 13427, 13280, 13096, 13057
13392, 13392, 13246, 13131, 13102
13382, 13382, 13303, 13270, 13205
13349, 13349, 13299, 13179, 13040
15778, 13318, 13252, 15760, 15778
13314, 13314, 13212, 13206, 13138
15609, 13224, 13142, 15552, 15609
15540, 13262, 13158, 15516, 15540
13402, 13402, 13294, 13336, 13235
15673, 13337, 13215, 15668, 15673
13685, 13685, 13626, 13290, 13308
15838, 13674, 13546, 15713, 15838
15756, 13262, 13218, 15692, 15756
13581, 13581, 13505, 13327, 13238
13439, 13439, 13317, 12934, 12910
13487, 13487, 13320, 13070, 13074
16265, 16265, 16149, 13182, 13156
13290, 13290, 13178, 13044, 12931
13438, 13438, 13304, 13162, 13050
15644, 13374, 13350, 15629, 15644
16509, 16509, 16359, 16438, 16294
13198, 13198, 13136, 13185, 13118
13536, 13536, 13491, 13226, 13120
13100, 13090, 13018, 13100, 13069
13413, 13413, 13309, 13112, 13100
15691, 13716, 13586, 15691, 15669
13356, 13356, 13217, 13098, 12965
13174, 13102, 13041, 13174, 13098
13527, 13527, 13401, 13162, 13154
13280, 13280, 13149, 13267, 13155
20295, 18189, 18083, 20295, 20261
16864, 16864, 16727, 16397, 16233
13171, 13171, 13098, 13067, 13064
13416, 13416, 13261, 13021, 13071
16391, 16391, 16187, 16144, 16046
16336, 16336, 16198, 16135, 16093
13509, 13509, 13469, 13261, 13296
13357, 13357, 13285, 13065, 13085
16406, 16406, 16285, 16230, 16177
16528, 16528, 16397, 16391, 16284
13144, 13144, 13090, 12969, 12893
13250, 13250, 13211, 13144, 13125
16512, 16512, 16398, 16353, 16262
13573, 13573, 13388, 13196, 13168
13125, 13125, 13037, 13070, 13037
13252, 13237, 13252, 13250, 13209
15918, 15918, 15804, 13194, 13233
13509, 13509, 13376, 13259, 13204
16198, 16198, 16089, 13463, 13411
16365, 16365, 16189, 16088, 15934
13169, 13169, 13089, 13066, 13018
13462, 13462, 13316, 13137, 13107
13311, 13259, 13186, 13311, 13243
16492, 16492, 16370, 16110, 16072
16472, 16472, 16266, 16208, 16060
13494, 13494, 13308, 13172, 13136
13244, 13244, 13161, 13182, 13136
16771, 16771, 16628, 16138, 16001
13353, 13353, 13265, 13133, 13094
15903, 15903, 15741, 13244, 13238
16432, 16432, 16222, 16283, 16252
16486, 16486, 16331, 16034, 15939
13298, 13298, 13242, 13187, 13125
13245, 13245, 13144, 13114, 13032
13357, 13357, 13254, 13260, 13192
13531, 13531, 13420, 13161, 13154
13604, 13604, 13497, 13158, 13150
13353, 13353, 13229, 13173, 13073
13472, 13472, 13388, 13239, 13169
13392, 13392, 13260, 13159, 13098
13508, 13508, 13343, 13149, 13133
16603, 16603, 16429, 16490, 16369
13410, 13410, 13332, 13210, 13199
13293, 13293, 13179, 13066, 13027
13810, 13810, 13702, 13549, 13481
13308, 13308, 13245, 13304, 13229
13392, 13392, 13261, 13242, 13088
13425, 13391, 13357, 13425, 13337
15909, 15909, 15785, 13234, 13251
16333, 16333, 16182, 16240, 16135
16343, 16343, 16217, 13305, 13351
13266, 13266, 13182, 13140, 13079
13224, 13224, 13124, 13079, 12987
13280, 13280, 13173, 13216, 13230
13495, 13495, 13380, 13177, 13126
13211, 13211, 13142, 13121, 13060
13346, 13346, 13261, 13196, 13079
15606, 13054, 13070, 15606, 15530
13233, 13233, 13179, 13102, 13106
13340, 13340, 13335, 13178, 13122
13237, 13237, 13146, 13098, 13043
13555, 13555, 13481, 13377, 13315
13131, 13131, 13093, 13066, 13112
16099, 16099, 15952, 13340, 13371
16502, 16502, 16383, 16425, 16329
13435, 13435, 13275, 13028, 13003
16607, 16607, 16448, 16035, 15898
13549, 13549, 13453, 13295, 13262
15727, 13570, 13513, 15688, 15727
13422, 13422, 13346, 13210, 13150
13392, 13392, 13247, 13285, 13147
13299, 13299, 13216, 13088, 13057
13458, 13372, 13306, 13399, 13458
17750, 15026, 14971, 17678, 17750
16347, 14988, 14878, 16347, 16336
13434, 13434, 13359, 13352, 13247
16079, 13960, 13865, 15990, 16079
13169, 13132, 12992, 13169, 13122
13298, 13298, 13217, 13252, 13249
13372, 13372, 13270, 13192, 13149
13524, 13524, 13412, 13301, 13309
16000, 13383, 13312, 15939, 16000
15924, 13682, 13562, 15867, 15924
16144, 16144, 16060, 13400, 13354
13404, 13404, 13287, 13260, 13217
13377, 13377, 13294, 13207, 13220
13390, 13390, 13280, 13176, 13041
13096, 13096, 13047, 12999, 13049
13357, 13357, 13241, 13333, 13280
15552, 13472, 13336, 15550, 15552
16007, 13818, 13716, 15961, 16007
15992, 15992, 15845, 13250, 13259
13550, 13550, 13402, 13207, 13181
13484, 13484, 13426, 13371, 13311
13296, 13296, 13186, 13191, 13210
15887, 13660, 13479, 15824, 15887
13240, 13146, 13021, 13240, 13176
16669, 16669, 16636, 15845, 15880
13280, 13280, 13177, 13148, 13032
13308, 13291, 13271, 13308, 13308
13081, 13054, 12953, 13081, 13073
13690, 13683, 13690, 13359, 13339
13280, 13245, 13228, 13276, 13280
15883, 13734, 13634, 15856, 15883
15662, 13258, 13170, 15585, 15662
15786, 13535, 13433, 15727, 15786
13119, 13119, 12956, 12987, 12943
13415, 13415, 13321, 13207, 13156
13515, 13515, 13374, 13199, 13177
13365, 13347, 13299, 13357, 13365
13210, 13170, 13120, 13210, 13140
16057, 16057, 15944, 13326, 13334
13229, 13229, 13116, 13174, 13100
13388, 13388, 13291, 13087, 13087
13379, 13379, 13247, 13214, 13149
13522, 13522, 13411, 13242, 13181
15888, 13461, 13308, 15863, 15888
13316, 13249, 13195, 13316, 13216
13268, 13268, 13156, 13149, 13105
13507, 13507, 13403, 13393, 13291
13098, 13036, 12943, 13090, 13098
13205, 13205, 13113, 13164, 13133
13387, 13387, 13294, 13301, 13243
13322, 13322, 13268, 13102, 13094
13207, 13207, 13110, 13046, 13032
16820, 16820, 16788, 16094, 16124
13005, 13005, 12939, 12947, 12962
16247, 16247, 16100, 16071, 15995
13486, 13486, 13360, 13127, 13092
13382, 13382, 13255, 13143, 13095
13461, 13461, 13374, 13177, 13173
15732, 13507, 13430, 15732, 15711
15542, 13156, 13012, 15521, 15542
13453, 13453, 13349, 13242, 13142
16452, 16452, 16351, 16369, 16274
15880, 13555, 13505, 15847, 15880
13253, 13214, 13166, 13253, 13158
16592, 16592, 16483, 16427, 16356
13381, 13381, 13278, 13095, 13044
13378, 13378, 13224, 13225, 13205
13387, 13387, 13296, 13370, 13276
13207, 13207, 13076, 13116, 13006
13549, 13549, 13465, 13421, 13319
13341, 13341, 13270, 13308, 13331
13453, 13453, 13322, 13164, 13134
13229, 13229, 13115, 13146, 13067
15928, 13734, 13624, 15928, 15926
13290, 13290, 13130, 13209, 13202
13513, 13513, 13421, 13463, 13388
16676, 16676, 16577, 16020, 16084
16000, 16000, 15854, 13146, 13136
15898, 14000, 13891, 15898, 15877
15742, 13617, 13554, 15690, 15742
13299, 13299, 13209, 13156, 13131
13464, 13464, 13293, 13109, 13118
13369, 13369, 13232, 13232, 13186
16203, 16174, 16203, 13277, 13285
13174, 13174, 13090, 13064, 13029
15616, 13637, 13568, 15616, 15611
13578, 13578, 13444, 13276, 13243
13536, 13536, 13499, 13532, 13420
13330, 13330, 13255, 13090, 13092
13524, 13524, 13454, 13220, 13224
13455, 13455, 13390, 13243, 13268
13319, 13319, 13260, 13240, 13210
13496, 13496, 13455, 13230, 13220
13252, 13252, 13136, 13220, 13174
13397, 13397, 13346, 13227, 13171
13342, 13342, 13276, 13293, 13219
13301, 13296, 13143, 13296, 13301
13331, 13331, 13249, 13139, 13070
13411, 13411, 13268, 13255, 13216
13247, 13247, 13118, 13041, 12999
13276, 13276, 13240, 13196, 13162
16009, 13823, 13701, 15938, 16009
13349, 13349, 13225, 13149, 13150
13613, 13613, 13476, 13085, 13070
16078, 16078, 15943, 13339, 13324
13308, 13285, 13266, 13308, 13240
13497, 13421, 13374, 13497, 13443
13784, 13784, 13618, 13390, 13378
13435, 13435, 13331, 13350, 13268
13408, 13408, 13346, 13362, 13329
13632, 13632, 13507, 13540, 13400
13667, 13667, 13625, 13230, 13232
13448, 13424, 13383, 13374, 13448
13652, 13652, 13578, 13489, 13387
15924, 13599, 13472, 15910, 15924
13697, 13697, 13685, 13477, 13514
13963, 13963, 13891, 13584, 13613
13514, 13514, 13439, 13415, 13459
16094, 13683, 13661, 16094, 15990
16206, 16206, 16135, 13589, 13631
13614, 13614, 13535, 13472, 13433
13789, 13789, 13688, 13476, 13577
13445, 13445, 13444, 13222, 13173
13138, 13138, 13046, 12999, 13024
13563, 13563, 13418, 13181, 13164
13239, 13239, 13179, 13019, 13031
13209, 13209, 13018, 12861, 12815
13148, 13148, 13095, 13099, 13006
13205, 13205, 13095, 13023, 12974
15733, 13291, 13207, 15688, 15733
13316, 13071, 13019, 13316, 13232
13128, 13128, 13059, 13092, 13117
13264, 13264, 13188, 13178, 13214
13761, 13761, 13584, 13268, 13159
15883, 15883, 15743, 13151, 13145
13166, 13166, 13072, 13080, 13053
13246, 13246, 13138, 13208, 13169
15776, 13805, 13688, 15735, 15776
13647, 13647, 13497, 13313, 13313
13521, 13521, 13456, 13443, 13392
16041, 16041, 15924, 13286, 13316
15717, 13294, 13214, 15685, 15717
13416, 13416, 13350, 13267, 13232
13201, 13201, 13153, 13105, 12970
13277, 13277, 13203, 13224, 13184
15804, 13121, 13076, 15804, 15712
13179, 13179, 13108, 13021, 12961
13265, 13265, 13128, 13105, 13118
13288, 13288, 13182, 13097, 13077
13340, 13340, 13193, 13338, 13260
13497, 13497, 13355, 13346, 13318
15799, 13525, 13377, 15695, 15799
13237, 13237, 13183, 13159, 13113
13377, 13377, 13252, 13164, 13179
13500, 13500, 13456, 13306, 13265
16102, 16102, 15961, 13199, 13275
55058, 54616, 54544, 55058, 54878
14174, 13825, 13779, 14174, 14163
17528, 17001, 17016, 17465, 17528
16106, 13593, 13543, 16061, 16106
