# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
131709, 131709, 130846, 131111, 131291
29013, 28954, 28764, 28932, 29013
29741, 29741, 29598, 29328, 29393
35016, 31977, 33727, 35016, 34032
29230, 29230, 29165, 28073, 27947
28773, 28663, 28629, 28674, 28773
28515, 28487, 28515, 28467, 28365
28427, 28398, 28427, 28145, 28105
28671, 28671, 28390, 28372, 28484
47623, 43219, 43411, 47566, 47623
28439, 28253, 28214, 28439, 28361
28802, 28525, 28508, 28759, 28802
29021, 28852, 28842, 29021, 28973
29014, 28846, 28848, 28964, 29014
29143, 28960, 28850, 29059, 29143
29656, 28117, 29656, 28492, 28516
28891, 28891, 28876, 28728, 28840
29001, 28938, 28816, 29001, 28957
29240, 29102, 29015, 29238, 29240
29310, 29310, 29202, 29170, 29105
29108, 28909, 28773, 29108, 29027
28965, 28826, 28722, 28965, 28848
28872, 28872, 28813, 28835, 28731
29047, 29047, 28912, 28998, 28947
28866, 28717, 28723, 28866, 28841
28804, 28732, 28657, 28804, 28685
28889, 28668, 28586, 28884, 28889
28970, 28820, 28743, 28970, 28901
29260, 29213, 29131, 29255, 29260
29252, 29252, 29219, 29064, 29055
29124, 29043, 28997, 29124, 29123
28962, 28921, 28899, 28962, 28950
29020, 28841, 28755, 29020, 29006
28791, 28770, 28670, 28791, 28761
29072, 28990, 28862, 29064, 29072
29376, 28940, 28866, 29366, 29376
29148, 29075, 28984, 29148, 29143
29030, 29008, 28863, 29005, 29030
29163, 28952, 28908, 29163, 29160
29056, 29056, 28880, 28944, 28946
29033, 28967, 28833, 29033, 28973
28620, 28604, 28531, 28606, 28620
28905, 28830, 28666, 28875, 28905
29208, 29083, 28957, 29208, 29139
28670, 28670, 28582, 28612, 28662
29057, 29008, 28866, 28954, 29057
28809, 28809, 28715, 28765, 28709
29070, 28980, 28851, 29070, 29002
29122, 29122, 29061, 28999, 28908
28943, 28802, 28711, 28943, 28853
29125, 29013, 28973, 29125, 29116
28813, 28785, 28739, 28813, 28711
28921, 28798, 28800, 28921, 28884
28731, 28702, 28629, 28731, 28654
29053, 28845, 28798, 29053, 28954
28947, 28784, 28723, 28947, 28889
28849, 28753, 28749, 28849, 28772
28943, 28879, 28793, 28943, 28907
29080, 29080, 28983, 28994, 28938
28943, 28943, 28846, 28899, 28821
28772, 28772, 28709, 28767, 28707
28945, 28870, 28768, 28945, 28827
28933, 28863, 28771, 28933, 28868
29281, 28909, 28795, 29274, 29281
28788, 28689, 28541, 28788, 28756
29098, 29083, 28987, 29013, 29098
28954, 28921, 28829, 28894, 28954
