# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
82110, 82110, 70757, 72537, 79629
21641, 21641, 19705, 20196, 21202
23962, 20619, 23962, 23880, 20372
23815, 20673, 23345, 23815, 20410
21183, 21183, 18945, 19396, 20809
22371, 19087, 21039, 22371, 20579
26238, 19015, 25670, 26238, 21356
22973, 20596, 22218, 22973, 22726
21207, 18539, 20824, 21207, 20973
21894, 18689, 20787, 21894, 20813
26021, 18713, 24994, 26021, 20634
26446, 18978, 25452, 26446, 21063
25940, 18569, 25120, 25940, 20594
26299, 18792, 25557, 26299, 20810
26139, 18743, 25410, 26139, 20739
21154, 18193, 21154, 21026, 20101
26373, 18947, 25374, 26373, 20772
26379, 19060, 25609, 26379, 21212
26412, 18816, 25482, 26412, 20980
25956, 18823, 25148, 25956, 20776
26232, 18732, 25146, 26232, 20676
26272, 18821, 25390, 26272, 20660
26534, 18995, 25151, 26534, 21007
26642, 18975, 25446, 26642, 20992
26313, 18738, 25249, 26313, 20959
26267, 18932, 25162, 26267, 21312
26117, 18857, 25272, 26117, 20808
26008, 18760, 25198, 26008, 20912
26389, 18718, 25330, 26389, 20820
26190, 18872, 25235, 26190, 20966
26650, 18787, 25413, 26650, 21039
26288, 18755, 25370, 26288, 20825
26202, 18868, 25345, 26202, 20782
26153, 18967, 25311, 26153, 21295
26346, 18827, 25171, 26346, 20956
25955, 18864, 25138, 25955, 20790
26029, 18727, 25205, 26029, 20704
26112, 18773, 25141, 26112, 20791
25838, 18692, 25170, 25838, 20822
25999, 18832, 25290, 25999, 20983
26412, 18847, 25384, 26412, 20817
26253, 18786, 25047, 26253, 21051
25717, 19119, 25026, 25717, 21164
25976, 18703, 25269, 25976, 20787
26466, 18786, 25437, 26466, 20983
26355, 18765, 25288, 26355, 20763
26044, 18829, 25358, 26044, 20920
26355, 18969, 25293, 26355, 21077
26066, 18988, 25141, 26066, 21088
25804, 18794, 25201, 25804, 20576
26341, 18841, 25326, 26341, 20978
25717, 18690, 25070, 25717, 20847
26311, 18742, 25041, 26311, 20893
25812, 18477, 25018, 25812, 20358
26186, 18775, 25310, 26186, 20749
25994, 18755, 25177, 25994, 20886
25779, 18854, 25195, 25779, 20935
26013, 18855, 25163, 26013, 20938
26293, 18779, 25361, 26293, 20894
21575, 18823, 20629, 21575, 20895
25956, 18637, 25194, 25956, 20883
26070, 18907, 25196, 26070, 21350
26263, 18721, 25344, 26263, 20813
26220, 18676, 25567, 26220, 20928
35469, 33662, 34469, 35469, 33512
24069, 20023, 23643, 24069, 19980
23283, 19887, 23283, 23259, 19740
22981, 19951, 22981, 22860, 19874
23248, 19879, 23077, 23248, 19975
22813, 19916, 22813, 22678, 19825
22840, 20117, 22735, 22840, 20174
23934, 20311, 23477, 23934, 20233
23065, 19877, 22887, 23065, 19581
23572, 20250, 22903, 23572, 20438
23010, 19673, 23010, 22749, 19611
23027, 19925, 23027, 22993, 19782
23168, 20019, 22994, 23168, 20056
23516, 19911, 23149, 23516, 19742
23590, 20065, 23557, 23590, 20025
22803, 19988, 22687, 22803, 20052
22864, 20187, 22864, 22855, 19937
22927, 20168, 22927, 22813, 20294
23449, 19979, 23276, 23449, 19947
22452, 20229, 22369, 22452, 19939
23530, 19933, 23355, 23530, 19891
23761, 20212, 23319, 23761, 20128
23107, 20073, 22713, 23107, 19807
23095, 20416, 22892, 23095, 20451
23170, 20179, 23098, 23170, 20331
23329, 20061, 23196, 23329, 20101
23000, 20401, 22995, 23000, 20116
23093, 20068, 22640, 23093, 20144
23079, 20079, 22462, 23079, 19941
23209, 19818, 22975, 23209, 19825
22901, 20014, 22901, 22770, 19662
23495, 19904, 23434, 23495, 20026
22767, 19964, 22644, 22767, 20140
23123, 20112, 23076, 23123, 20150
22920, 20148, 22920, 22859, 20219
23491, 19911, 23198, 23491, 20065
23174, 20103, 22913, 23174, 20186
23382, 20147, 23140, 23382, 20298
23194, 20180, 22953, 23194, 20145
23165, 20337, 22808, 23165, 20245
23490, 20114, 23267, 23490, 20229
23045, 20126, 23045, 23040, 19898
23301, 20088, 23063, 23301, 20220
23215, 19989, 23215, 23205, 19930
22793, 19971, 22748, 22793, 19919
22989, 20263, 22989, 22688, 20470
23050, 20385, 22809, 23050, 20313
22907, 20557, 22907, 22864, 20385
23286, 19956, 23004, 23286, 19945
23361, 20232, 23067, 23361, 20193
23072, 20155, 22821, 23072, 19953
22853, 20057, 22797, 22853, 20293
23711, 20255, 23182, 23711, 20228
23163, 20132, 22920, 23163, 19884
22958, 20348, 22958, 22943, 20415
22841, 20301, 22824, 22841, 20051
22784, 19815, 22784, 22724, 19793
23279, 20295, 23069, 23279, 20366
22889, 19931, 22639, 22889, 19825
23794, 19990, 23557, 23794, 19861
22874, 20023, 22874, 22693, 20117
23171, 20145, 23143, 23171, 20178
23377, 20232, 23291, 23377, 20212
22869, 19993, 22869, 22701, 19861
23019, 20271, 22971, 23019, 20305
23179, 20170, 22953, 23179, 20416
23242, 19990, 23063, 23242, 19999
23067, 20286, 22720, 23067, 20225
23222, 20309, 23045, 23222, 19802
23422, 19804, 23316, 23422, 19748
23286, 20014, 23155, 23286, 20220
23359, 20388, 23001, 23359, 20126
23084, 20132, 23030, 23084, 20137
22826, 19864, 22789, 22826, 19410
22914, 20104, 22690, 22914, 20048
23199, 20109, 22731, 23199, 20449
23119, 19929, 23119, 23108, 20145
22793, 20182, 22793, 22782, 20212
23278, 20073, 23278, 23169, 20067
22576, 19897, 22576, 22491, 19858
23135, 19866, 23135, 23081, 19481
23283, 20234, 23283, 23244, 20121
23149, 19939, 22840, 23149, 19588
23201, 19841, 23060, 23201, 19565
22705, 20063, 22677, 22705, 20058
22816, 20171, 22816, 22803, 20092
23313, 20159, 23234, 23313, 19993
22997, 19927, 22984, 22997, 19785
22944, 20643, 22744, 22944, 20571
22963, 20133, 22912, 22963, 20242
23031, 20293, 22739, 23031, 20084
23248, 20018, 22855, 23248, 19951
23060, 19747, 23009, 23060, 19751
23306, 20352, 23109, 23306, 20190
23200, 20206, 23200, 23190, 20337
22969, 20112, 22859, 22969, 20194
23330, 19846, 23112, 23330, 20054
22954, 19710, 22926, 22954, 19853
23368, 20013, 23118, 23368, 20184
22926, 20230, 22728, 22926, 20168
22766, 20217, 22766, 22639, 20260
23490, 19896, 23238, 23490, 20037
23171, 20438, 22852, 23171, 20252
23083, 19964, 22836, 23083, 19927
23058, 20296, 22903, 23058, 20258
23104, 20113, 23007, 23104, 20202
23460, 19853, 23150, 23460, 19588
22869, 20225, 22649, 22869, 20120
22974, 20377, 22796, 22974, 20433
23284, 20580, 23150, 23284, 20451
22958, 20400, 22679, 22958, 20303
22430, 20080, 22356, 22430, 19863
23131, 20194, 22834, 23131, 20211
23233, 19952, 23043, 23233, 19707
23012, 20018, 23012, 22889, 19810
22977, 19868, 22967, 22977, 19668
23202, 20085, 23132, 23202, 19693
22777, 20172, 22750, 22777, 19879
22861, 20176, 22745, 22861, 20366
23145, 20165, 23088, 23145, 20186
23264, 20402, 23205, 23264, 20179
23198, 20161, 23134, 23198, 20185
22860, 20144, 22773, 22860, 20324
