# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
123921, 123921, 123317, 120009, 120131
39141, 39141, 39123, 36515, 36690
33614, 33123, 32927, 33423, 33614
36201, 33905, 35088, 36201, 34934
29179, 29179, 28952, 28370, 28518
28464, 28464, 28244, 27776, 27974
27817, 25373, 25438, 27647, 27817
28316, 28316, 28181, 27488, 27628
28367, 28367, 28195, 27959, 28130
28309, 28309, 28119, 27556, 27647
28520, 28520, 28343, 27864, 28022
28258, 28258, 27981, 27709, 27823
29653, 29653, 28513, 28166, 28298
28336, 28336, 28176, 27587, 27720
27177, 24972, 24827, 27009, 27177
32496, 30411, 31570, 32393, 32496
28691, 28691, 28422, 27937, 28139
28219, 28219, 28109, 27779, 27877
27897, 27897, 27728, 27466, 27577
28076, 28076, 27919, 26799, 26829
27432, 25124, 25020, 27380, 27432
28109, 28109, 28005, 27648, 27749
28160, 28160, 27998, 27958, 28031
27948, 27948, 27733, 27645, 27746
27258, 24996, 24903, 27207, 27258
28339, 28339, 28139, 27761, 27828
27998, 27998, 27780, 27478, 27569
28098, 28098, 27920, 27644, 27740
27838, 27838, 27678, 27518, 27606
27215, 24897, 24794, 27108, 27215
27979, 27979, 27749, 27492, 27587
28049, 28049, 27904, 27324, 27408
28110, 28110, 28007, 27291, 27391
28271, 28271, 28145, 28079, 28097
28332, 28332, 28161, 27429, 27471
28440, 28440, 28285, 28096, 28100
27990, 27990, 27768, 27482, 27549
27925, 27925, 27798, 27525, 27642
27470, 25004, 24955, 27338, 27470
28063, 28063, 27869, 27249, 27363
28042, 28042, 27824, 27551, 27600
28224, 28224, 28028, 27312, 27389
27371, 25185, 25134, 27314, 27371
27944, 27944, 27777, 27689, 27792
27267, 25061, 24907, 27187, 27267
28146, 28146, 27972, 27190, 27279
27997, 27997, 27824, 27468, 27559
28255, 28255, 28091, 27625, 27719
28204, 28204, 28049, 27480, 27604
30808, 28475, 28385, 30770, 30808
28435, 28435, 28262, 27785, 27902
28742, 28742, 28554, 27812, 27902
28312, 28312, 28180, 27642, 27724
28423, 28423, 28224, 28147, 28260
28112, 28112, 27988, 27425, 27448
27930, 27930, 27719, 27681, 27742
28114, 28114, 27960, 27445, 27560
27940, 27940, 27764, 27167, 27260
27200, 25023, 24921, 27126, 27200
28217, 28217, 28023, 27459, 27532
27215, 24911, 24846, 27153, 27215
27207, 25043, 24897, 27125, 27207
28047, 28047, 27890, 27650, 27698
28121, 28121, 27998, 27745, 27873
28239, 28239, 28079, 27687, 27761
28269, 28269, 28124, 27751, 27840
28032, 28032, 27897, 27744, 27853
27459, 25105, 25037, 27392, 27459
28412, 28412, 28253, 28132, 28231
27492, 25162, 25073, 27401, 27492
28457, 28457, 28314, 27664, 27761
28396, 28396, 28195, 27915, 27988
28485, 28485, 28377, 27809, 27850
28329, 28329, 28110, 27913, 27991
29124, 29124, 28941, 28157, 28219
28301, 28301, 28149, 27917, 28016
28535, 28535, 28402, 27717, 27746
28484, 28484, 28329, 27976, 28063
28222, 28222, 28099, 27843, 27918
28628, 28628, 28462, 28063, 28138
28728, 28728, 28571, 27890, 27982
27506, 25247, 25200, 27371, 27506
28480, 28480, 28295, 27729, 27826
27447, 25163, 25087, 27346, 27447
28448, 28448, 28268, 27653, 27726
28358, 28358, 28245, 27383, 27506
28325, 28325, 28172, 27698, 27774
27583, 25408, 25336, 27488, 27583
29876, 29876, 29748, 27725, 27815
28105, 28105, 27959, 27701, 27812
27829, 27829, 27702, 27441, 27535
27169, 24963, 24938, 27077, 27169
27927, 27927, 27750, 27300, 27417
27323, 25147, 25019, 27220, 27323
27885, 27885, 27735, 27548, 27622
28068, 28068, 27920, 27431, 27518
28325, 28325, 28142, 28005, 28123
28255, 28255, 28094, 27338, 27465
28171, 28171, 28045, 27790, 27870
27228, 25113, 24978, 27165, 27228
28046, 28046, 27913, 27994, 28040
28094, 28094, 27938, 27463, 27558
27720, 27720, 27556, 27471, 27525
28370, 28370, 28183, 27621, 27710
28208, 28208, 28041, 27660, 27771
47513, 47513, 41899, 32647, 38958
28561, 28561, 28344, 28046, 28026
28601, 28601, 28461, 28038, 28157
28072, 28072, 27950, 27623, 27708
28170, 28170, 28035, 27620, 27769
28326, 28326, 28149, 27793, 27844
27869, 27869, 27736, 27549, 27704
27266, 24723, 24629, 27188, 27266
27960, 27960, 27801, 27600, 27656
28489, 28489, 28363, 27813, 27848
28030, 28030, 27888, 27482, 27556
27041, 25036, 24866, 26959, 27041
27896, 27896, 27754, 27717, 27797
28135, 28135, 27970, 27815, 27852
28203, 28203, 28035, 27553, 27671
28348, 28348, 28241, 27875, 27929
27412, 24984, 24872, 27380, 27412
28233, 28233, 28103, 27349, 27476
28277, 28277, 28125, 27584, 27717
28146, 28146, 28024, 27612, 27658
28414, 28414, 28294, 27640, 27708
28346, 28346, 28168, 27715, 27765
28135, 28135, 27969, 27632, 27689
28361, 28361, 28179, 27572, 27644
28409, 28409, 28213, 27763, 27880
28172, 28172, 28102, 27655, 27693
28195, 28195, 27985, 27650, 27717
27306, 24956, 24862, 27224, 27306
27883, 27883, 27748, 27281, 27372
27244, 25097, 24978, 27209, 27244
27044, 24904, 24760, 27006, 27044
27962, 27962, 27850, 27213, 27273
28204, 28204, 28053, 27829, 27964
27528, 25162, 25085, 27528, 27459
32513, 29964, 29858, 32393, 32513
28525, 28525, 28330, 28252, 28257
28135, 25579, 25462, 28135, 28091
32514, 32514, 32332, 30258, 30352
27682, 27682, 27571, 25289, 25386
29830, 29830, 29664, 28103, 28140
28222, 28222, 28059, 27712, 27834
28049, 28049, 27849, 27682, 27748
27845, 27845, 27717, 25573, 25549
28026, 28026, 27870, 27849, 27953
28249, 28249, 28077, 27830, 27913
27899, 25462, 25322, 27850, 27899
32805, 32805, 32665, 30323, 30394
28331, 28331, 28198, 28002, 28066
27921, 27921, 27806, 27628, 27754
27852, 27852, 27636, 27766, 27840
27978, 27978, 27832, 27277, 27372
26917, 24933, 24924, 26893, 26917
27868, 27868, 27721, 27333, 27367
28216, 28216, 28028, 27705, 27753
27102, 24986, 24846, 27095, 27102
27964, 27964, 27843, 27680, 27703
28104, 28104, 28003, 27522, 27581
27131, 24744, 24591, 27028, 27131
28137, 28137, 27939, 27623, 27633
28041, 28041, 27880, 27486, 27591
26980, 24788, 24691, 26864, 26980
28023, 28023, 27881, 27489, 27479
27965, 27965, 27859, 27396, 27494
27461, 25128, 25077, 27361, 27461
27802, 27802, 27642, 27344, 27413
27221, 24935, 24874, 27135, 27221
28105, 28105, 27965, 27547, 27675
28275, 28275, 28119, 27751, 27827
27835, 27835, 27688, 27441, 27544
27306, 24953, 24852, 27306, 27288
50276, 50276, 50123, 49832, 49968
28236, 28236, 28071, 27659, 27766
27389, 25329, 25199, 27260, 27389
28264, 28264, 28104, 27853, 27906
28252, 28252, 28105, 27842, 27964
28540, 28540, 28369, 27760, 27858
27979, 27979, 27794, 27589, 27659
28130, 28130, 27963, 27379, 27473
27958, 27958, 27812, 27366, 27468
28209, 28209, 28045, 27647, 27718
28170, 28170, 28026, 27774, 27911
28265, 28265, 28107, 27842, 27914
27911, 27911, 27773, 27714, 27794
28451, 28451, 28298, 27611, 27728
27237, 24866, 24821, 27120, 27237
28192, 28192, 28033, 27450, 27527
28119, 28119, 27985, 27523, 27628
28037, 28037, 27888, 27547, 27635
28072, 28072, 27890, 27598, 27700
28221, 28221, 28044, 27413, 27415
28333, 28333, 28174, 27728, 27859
28013, 28013, 27834, 27311, 27381
28063, 28063, 27908, 27455, 27598
28223, 28223, 28086, 27631, 27702
28315, 28315, 28150, 27897, 28011
28270, 28270, 28157, 27568, 27645
27127, 25049, 24900, 27038, 27127
27074, 24928, 24855, 27019, 27074
28259, 28259, 28111, 27765, 27819
28476, 28476, 28337, 27819, 27898
27873, 27873, 27723, 27592, 27698
28152, 28152, 28015, 27421, 27489
28338, 28338, 28181, 27390, 27469
28372, 28372, 28236, 27833, 27927
28056, 28056, 27872, 27333, 27441
28470, 28470, 28303, 27888, 27990
28152, 28152, 27992, 27463, 27545
28259, 28259, 28096, 27534, 27626
28316, 28316, 28190, 27492, 27573
27662, 27662, 27525, 25363, 25344
28432, 28432, 28259, 28005, 28148
27713, 27713, 27577, 27257, 27377
28310, 28310, 28168, 27603, 27720
28120, 28099, 27934, 27982, 28120
27060, 24988, 24889, 26942, 27060
28184, 28184, 28020, 27686, 27803
32395, 32395, 32316, 31713, 31789
28122, 28122, 28000, 25790, 25850
28214, 28214, 28008, 27837, 27976
28089, 28089, 27891, 27744, 27840
28410, 28410, 28276, 27596, 27695
27870, 27870, 27661, 27576, 27643
28705, 28705, 28533, 28133, 28231
27924, 27924, 27781, 27194, 27273
28226, 28226, 28091, 27509, 27600
28040, 28040, 27865, 27444, 27553
28251, 28251, 28102, 27349, 27446
28260, 28260, 28110, 27741, 27862
28194, 28194, 28002, 27560, 27680
28100, 28100, 27954, 27342, 27410
28025, 28025, 27870, 27328, 27461
28405, 28405, 28204, 28035, 28099
28122, 28122, 27932, 27544, 27662
28602, 28602, 28460, 27791, 27916
28306, 28306, 28120, 27345, 27474
28028, 28028, 27886, 27818, 27921
27104, 25106, 24973, 26990, 27104
28325, 28325, 28145, 27399, 27502
28359, 28359, 28135, 27649, 27760
28072, 28072, 27926, 27501, 27535
27967, 27967, 27807, 27195, 27257
27820, 27820, 27648, 27479, 27565
28135, 28135, 28020, 27152, 27217
28049, 28049, 27835, 27446, 27534
27036, 24957, 24855, 26909, 27036
27972, 27972, 27834, 27494, 27590
27982, 27982, 27806, 27545, 27637
27059, 24641, 24579, 26956, 27059
28384, 28384, 28213, 27809, 27876
28109, 28109, 27957, 27489, 27580
28175, 28175, 28014, 27726, 27852
30040, 30040, 29799, 29236, 29324
28297, 28297, 28198, 27576, 27608
27262, 25062, 24877, 27182, 27262
28721, 28721, 28557, 27361, 27419
27137, 24920, 24838, 27034, 27137
27850, 27850, 27721, 27357, 27455
29986, 29986, 29836, 29615, 29676
27880, 27880, 27744, 27445, 27583
28211, 28211, 28054, 27592, 27675
28231, 28231, 28059, 27858, 27911
28278, 28278, 28127, 27652, 27728
28099, 28099, 27925, 27860, 27944
28411, 28411, 28226, 27871, 27918
28356, 28356, 28227, 27818, 27908
28287, 28287, 28157, 27627, 27647
28158, 28158, 27987, 27802, 27860
28223, 28223, 28083, 27720, 27819
28152, 28152, 28044, 27567, 27599
28150, 28150, 27963, 27492, 27608
28189, 28189, 28082, 27652, 27778
27305, 24980, 24855, 27221, 27305
28313, 28313, 28188, 27501, 27591
28223, 28223, 28046, 27562, 27648
28115, 28115, 27988, 27883, 27999
28036, 28036, 27865, 27632, 27743
28013, 28013, 27838, 27817, 27924
28250, 28250, 28122, 27810, 27908
27439, 25239, 25162, 27318, 27439
28105, 28105, 27879, 27779, 27872
27343, 25083, 24971, 27252, 27343
27873, 27873, 27709, 27391, 27456
27414, 25162, 25024, 27288, 27414
28205, 28205, 28058, 27889, 28000
27885, 27885, 27710, 27375, 27474
27967, 27967, 27807, 27562, 27637
28131, 28131, 27980, 27848, 27937
28043, 28043, 27881, 27288, 27444
28336, 28336, 28192, 27374, 27424
28345, 28345, 28184, 27905, 27986
28167, 28167, 28016, 27531, 27604
28016, 28016, 27870, 27522, 27581
27019, 24935, 24775, 26949, 27019
28152, 28152, 27987, 27623, 27726
28570, 28570, 28392, 27632, 27671
28320, 28320, 28152, 27815, 27912
28122, 28122, 27988, 27599, 27707
28144, 28144, 27993, 27624, 27698
28208, 28208, 28103, 27980, 28062
27152, 24927, 24827, 27077, 27152
28322, 28322, 28159, 27684, 27781
28061, 28061, 27914, 27855, 27973
28181, 28181, 27996, 27776, 27897
28606, 28606, 28432, 27658, 27779
27832, 27832, 27678, 27317, 27410
28490, 28490, 28330, 27687, 27760
28567, 28567, 28364, 27829, 27948
27937, 27937, 27784, 25676, 25713
28517, 28517, 28379, 27895, 27943
27936, 27936, 27731, 25626, 25624
28216, 28216, 28099, 27628, 27706
28021, 28021, 27856, 27685, 27788
28309, 28309, 28155, 27738, 27868
28678, 28678, 28536, 28046, 28154
28600, 28600, 28458, 27994, 28094
28844, 28844, 28721, 28161, 28257
28910, 28910, 28778, 28144, 28236
28757, 28757, 28628, 28030, 28118
28859, 28859, 28666, 28329, 28407
28586, 28586, 28396, 28045, 28145
28765, 28765, 28583, 28272, 28374
28593, 28593, 28441, 28122, 28211
28726, 28726, 28587, 28053, 28084
29062, 29062, 28903, 28246, 28339
28479, 28479, 28335, 28092, 28122
28460, 28460, 28322, 28078, 28147
28755, 28755, 28590, 28279, 28424
28778, 28778, 28583, 28205, 28363
29496, 29496, 29348, 28774, 28896
28868, 28868, 28692, 27988, 28107
28677, 28677, 28465, 28374, 28463
28844, 28844, 28722, 28069, 28171
28623, 28623, 28409, 28368, 28422
32013, 32013, 31825, 29664, 29648
28715, 28715, 28567, 28022, 28122
28428, 28428, 28211, 27974, 28072
27278, 25011, 24905, 27150, 27278
27981, 27981, 27853, 27603, 27639
27097, 24849, 24741, 26982, 27097
27960, 25567, 25500, 27842, 27960
28367, 28367, 28260, 27462, 27568
27222, 25076, 24960, 27142, 27222
28296, 28296, 28164, 27732, 27811
28317, 28317, 28132, 27793, 27903
28277, 28277, 28155, 27403, 27502
