# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
127656, 127656, 125102, 125597, 125468
36346, 36346, 32316, 34678, 36197
35230, 35230, 32906, 34770, 34788
34400, 34400, 31607, 34204, 34175
35528, 35260, 33127, 35528, 35301
33704, 33596, 31535, 33704, 33092
43152, 35489, 41358, 43152, 35615
37315, 37315, 34306, 36443, 37091
34805, 34805, 31831, 34197, 34355
35514, 35514, 31247, 33316, 35242
35607, 35322, 32427, 35607, 35389
35341, 34994, 33026, 34791, 35341
35017, 34882, 32062, 33973, 35017
34837, 34837, 32915, 34321, 34657
33490, 33490, 31653, 33390, 33298
34414, 34414, 30471, 31134, 34033
34685, 34685, 32261, 33820, 34493
40421, 40112, 37644, 39390, 40421
35265, 35171, 32428, 35265, 35239
33551, 33545, 31883, 33551, 33070
34914, 34914, 32603, 34804, 34695
34676, 34676, 32598, 34375, 33927
35177, 35177, 31562, 33679, 34797
35168, 35168, 32167, 34341, 35094
35331, 35331, 30930, 33308, 34762
39901, 33159, 38089, 39901, 33281
40230, 34230, 38627, 40230, 34392
35389, 35389, 32029, 34058, 34700
35525, 35525, 33039, 35227, 35370
35510, 35510, 31190, 33091, 35111
35632, 35632, 31342, 33477, 35518
35542, 35542, 31088, 33040, 35364
35227, 35197, 32798, 34370, 35227
41309, 34437, 38866, 41309, 34808
35546, 35546, 31676, 34158, 35195
35272, 35272, 31483, 33454, 35107
35244, 35244, 31515, 34034, 35157
34972, 34972, 31931, 34553, 34923
33875, 33875, 31338, 33276, 33258
45491, 33674, 42851, 45491, 33650
37036, 34674, 34174, 37036, 34416
36608, 36608, 33569, 34816, 36206
34921, 33028, 33117, 34921, 32954
35714, 34443, 34130, 35714, 34099
35883, 34706, 34374, 35883, 34059
35782, 34638, 34256, 35782, 34365
35048, 33220, 33388, 35048, 32647
35379, 33036, 34269, 35379, 33037
35539, 34865, 33781, 35539, 34835
36617, 34500, 34976, 36617, 33758
36447, 34571, 35138, 36447, 34432
34986, 34986, 33592, 34583, 34681
35341, 35341, 32788, 34544, 34947
35941, 32967, 35059, 35941, 32499
36405, 34536, 34718, 36405, 34530
36868, 35175, 35639, 36868, 34909
45693, 34652, 44415, 45693, 34212
44801, 34147, 43786, 44801, 33753
36055, 35340, 35373, 36055, 34474
36741, 34769, 35156, 36741, 34592
36290, 34729, 34512, 36290, 34348
40260, 34836, 37926, 40260, 35183
35674, 35674, 31215, 33955, 35387
35527, 35527, 32035, 34142, 35433
43660, 35149, 43024, 43660, 34987
45385, 34886, 44643, 45385, 34670
36202, 35032, 34859, 36202, 35126
44222, 34598, 42767, 44222, 34343
34483, 32677, 32757, 34483, 32337
43687, 35892, 42134, 43687, 36286
44330, 35039, 43808, 44330, 35252
37015, 35194, 35415, 37015, 34823
47302, 36257, 43494, 47302, 35912
37727, 37727, 33111, 35365, 37315
35822, 35765, 31989, 33926, 35822
35201, 35122, 31634, 34071, 35201
35090, 35090, 32206, 34323, 35052
35652, 35652, 33201, 35227, 35457
40446, 34783, 38319, 40446, 34774
39994, 33282, 38225, 39994, 33214
35378, 35378, 30825, 33126, 35328
35467, 34764, 33266, 35467, 34540
35550, 35354, 33455, 35550, 35256
41587, 34620, 39701, 41587, 34386
35292, 35292, 31996, 34345, 35045
35603, 35603, 30922, 32878, 34849
35444, 34577, 33202, 35444, 34136
34835, 34835, 31737, 33910, 34639
41453, 34597, 39289, 41453, 34423
40038, 34677, 37890, 40038, 34845
35340, 35340, 30932, 32719, 35140
34877, 34877, 32555, 34677, 34655
41679, 34383, 39929, 41679, 34436
35197, 35197, 32059, 34208, 34986
41003, 34750, 39080, 41003, 34690
40011, 34227, 38137, 40011, 34001
35547, 35547, 31242, 33473, 35403
35198, 35116, 32436, 34446, 35198
35092, 35092, 32648, 34757, 34646
41447, 34385, 39722, 41447, 34798
35456, 35456, 31135, 33402, 35094
34332, 34332, 29318, 31311, 34101
35254, 34944, 33113, 35254, 35102
41903, 34654, 40034, 41903, 34708
40924, 34509, 38790, 40924, 34690
45920, 38871, 44222, 45920, 39290
41250, 33616, 39204, 41250, 34048
34623, 33596, 32204, 34623, 33478
35427, 34870, 33034, 35427, 35050
34934, 34859, 32840, 34873, 34934
34785, 34679, 32133, 34186, 34785
35211, 35211, 31012, 32891, 35110
35236, 35236, 31703, 33622, 35198
34969, 34969, 32424, 34442, 34252
40929, 34539, 39270, 40929, 34654
35055, 35055, 32350, 34519, 34667
35433, 35397, 31141, 33470, 35433
39849, 34863, 37829, 39849, 34921
34984, 34984, 31365, 33502, 34427
34903, 34903, 32661, 34801, 34689
35557, 35063, 33227, 35557, 35121
35212, 35212, 32443, 34435, 34799
40132, 34502, 38344, 40132, 34394
35162, 35162, 31503, 33820, 34605
41090, 34349, 39011, 41090, 33950
40651, 34461, 38576, 40651, 34537
34901, 34901, 32799, 34687, 34709
35272, 35272, 30299, 32294, 35175
36083, 35519, 30836, 32958, 36083
40959, 34356, 38582, 40959, 34671
35216, 35216, 31772, 33614, 35041
35463, 35420, 32967, 35463, 35014
35509, 35509, 31075, 32937, 35102
34176, 34176, 31464, 33232, 33803
35231, 35231, 31213, 33416, 35021
35129, 34964, 32436, 35129, 34582
35145, 35145, 32604, 34832, 34768
41470, 34542, 39055, 41470, 34834
35239, 35239, 31591, 33770, 34956
34850, 33721, 32278, 34850, 33565
35010, 35010, 32446, 34705, 34567
34940, 34940, 32983, 34742, 34491
35112, 35112, 32663, 34847, 34460
35056, 35056, 31886, 34013, 34438
35147, 35147, 31179, 33148, 34931
35129, 34830, 32487, 34082, 35129
34993, 34993, 32461, 34367, 34955
35222, 34771, 33049, 35222, 34654
55483, 34211, 53693, 55483, 34326
35468, 35468, 31490, 33309, 34886
34298, 34298, 31100, 33184, 33940
35031, 35031, 32400, 34534, 34899
34969, 34969, 32303, 34623, 34926
41595, 34387, 39637, 41595, 34130
35077, 35077, 32843, 35008, 34939
35134, 35134, 33165, 35091, 34720
35106, 35106, 32283, 34387, 34762
35229, 34609, 33080, 35229, 34242
35008, 34933, 33173, 35008, 34516
40349, 34211, 38627, 40349, 34184
35106, 35106, 31514, 33697, 34914
35026, 35026, 32777, 34816, 34909
34743, 34743, 32586, 34661, 34491
35353, 35008, 33028, 35335, 35353
35227, 35227, 32683, 34760, 34784
34184, 33507, 31718, 34184, 33214
35036, 34860, 32879, 35036, 34094
35297, 34950, 33082, 35297, 34496
35182, 35109, 32855, 35097, 35182
41245, 34409, 39544, 41245, 34482
35340, 35340, 31902, 33776, 35086
39943, 34460, 37993, 39943, 34380
