# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
176884, 176884, 174692, 171091, 171108
33681, 33355, 32985, 33507, 33681
40329, 37888, 37725, 40182, 40329
33781, 32110, 33428, 33781, 32349
30960, 30960, 30769, 28994, 29105
30523, 30436, 30330, 30453, 30523
32085, 32085, 30915, 30492, 30657
30019, 30019, 29827, 28355, 28384
30071, 29939, 29786, 29924, 30071
30668, 30668, 30507, 30374, 30482
31191, 31191, 30892, 30453, 30551
30556, 30556, 30434, 28702, 28651
30819, 30819, 30659, 30626, 30770
30639, 30639, 30583, 30298, 30413
29920, 27843, 27837, 29795, 29920
31078, 29955, 31078, 28119, 28157
30705, 30684, 30504, 30423, 30705
29878, 29878, 29681, 28147, 28116
30742, 30672, 30507, 30608, 30742
30499, 30499, 30387, 30389, 30441
30430, 30430, 30323, 28448, 28436
30429, 30429, 30309, 30037, 30157
30119, 30119, 29949, 28353, 28303
30493, 30493, 30338, 30316, 30357
30709, 30709, 30539, 30310, 30350
30211, 30052, 29828, 30135, 30211
30327, 30327, 30152, 28331, 28315
29846, 29846, 29647, 28158, 28137
30918, 30918, 30760, 30545, 30635
31132, 31132, 30937, 30324, 30454
31527, 31527, 31292, 30965, 31035
30519, 30380, 30238, 30437, 30519
31147, 31147, 30944, 30575, 30705
30727, 30727, 30529, 30166, 30228
30489, 30489, 30328, 28674, 28650
30209, 30209, 30024, 29998, 30129
30733, 30733, 30536, 30632, 30707
30698, 30698, 30569, 30164, 30236
30134, 30134, 30068, 28116, 28089
31112, 31112, 30914, 30312, 30321
30111, 30111, 29961, 28207, 28223
30686, 30686, 30554, 30305, 30342
29921, 29921, 29762, 28176, 28129
30804, 30804, 30597, 30312, 30359
30189, 30189, 30057, 28396, 28513
30445, 30268, 30128, 30361, 30445
30658, 30658, 30452, 30533, 30610
30403, 30318, 30136, 30336, 30403
30164, 30164, 30012, 28232, 28213
30390, 30390, 30189, 30045, 30100
30482, 30471, 30344, 30425, 30482
30323, 30206, 30071, 30225, 30323
30436, 30414, 30248, 30403, 30436
31048, 31048, 30831, 30319, 30410
30059, 30059, 29918, 28267, 28131
30982, 30982, 30804, 30469, 30537
30459, 30459, 30319, 30169, 30226
30185, 30185, 29949, 28380, 28386
30531, 30482, 30301, 30468, 30531
29855, 29855, 29681, 28054, 28028
30632, 30632, 30423, 30510, 30587
30758, 30758, 30619, 30189, 30272
30730, 30700, 30529, 30661, 30730
30210, 30210, 30003, 29930, 30016
30197, 30197, 29995, 28185, 28177
29606, 27744, 27578, 29606, 29555
30418, 30418, 30202, 28517, 28498
30111, 30111, 29935, 28275, 28300
30604, 30604, 30468, 30366, 30482
30409, 30409, 30225, 30296, 30386
30068, 30068, 29883, 28168, 28167
30014, 30014, 29858, 28475, 28417
29793, 27802, 27657, 29726, 29793
29856, 27827, 27749, 29755, 29856
30054, 30054, 29878, 28294, 28255
29818, 29818, 29602, 28054, 28033
36229, 34099, 33965, 36187, 36229
29832, 29832, 29751, 28124, 28082
30417, 30388, 30234, 30344, 30417
30362, 30281, 30118, 30252, 30362
30826, 30826, 30662, 30492, 30558
30221, 30221, 30057, 30028, 29961
29608, 29608, 29425, 27874, 27806
30350, 30286, 30117, 30292, 30350
30094, 30094, 29914, 30026, 30061
30696, 30696, 30518, 30281, 30333
29270, 27373, 27340, 29242, 29270
30478, 30478, 30286, 30291, 30342
30454, 30403, 30265, 30363, 30454
29932, 29932, 29832, 28174, 28144
29825, 28227, 28032, 29825, 29799
30760, 30760, 30592, 30430, 30511
30563, 30563, 30375, 28567, 28482
30421, 30421, 30314, 30292, 30239
30527, 30438, 30293, 30486, 30527
30102, 30068, 29911, 30005, 30102
29750, 29750, 29589, 27910, 27905
