# highest, rank1, rank2, ..., rankn (time is in ns (i.e. 10^-9 s))
82554, 82554, 82297, 79733, 79558
22338, 18078, 22338, 18288, 18241
18672, 18586, 18672, 18265, 18044
27428, 23555, 24800, 27428, 26081
18472, 18472, 18377, 17509, 17634
17661, 17590, 17661, 17414, 17475
17490, 17490, 17432, 17349, 17387
17359, 17359, 17312, 17026, 17108
24223, 24163, 24223, 23833, 23739
17718, 17718, 17629, 17515, 17455
17589, 17487, 17589, 16754, 16759
17613, 17598, 17613, 17277, 17368
17677, 17677, 17667, 17372, 17381
17707, 17653, 17707, 17301, 17365
17629, 17584, 17629, 17372, 17389
21335, 18151, 21335, 17960, 17939
17488, 17482, 17488, 17113, 17243
17699, 17616, 17699, 17473, 17461
17433, 17416, 17433, 17381, 17318
17463, 17451, 17463, 17312, 17208
17623, 17595, 17623, 17437, 17349
17500, 17481, 17500, 17091, 17021
17436, 17371, 17436, 17315, 17285
17505, 17487, 17505, 17502, 17491
17456, 17453, 17456, 17267, 17153
17577, 17577, 17481, 17409, 17399
17708, 17697, 17708, 17470, 17417
17470, 17470, 17458, 17301, 17248
17768, 17768, 17729, 17547, 17420
17340, 17340, 17330, 17284, 17308
17447, 17447, 17419, 17176, 17165
17688, 17643, 17688, 17403, 17401
17501, 17501, 17480, 17313, 17182
17391, 17372, 17391, 17172, 17062
17644, 17591, 17644, 17320, 17243
17449, 17449, 17392, 17328, 17330
17539, 17539, 17444, 17284, 17281
17700, 17700, 17692, 17396, 17274
17392, 17337, 17392, 17381, 17251
17319, 17319, 17236, 17098, 17003
17615, 17615, 17608, 17528, 17605
17423, 17411, 17423, 17161, 17092
17475, 17450, 17475, 17264, 17208
17693, 17656, 17693, 17561, 17529
17363, 17337, 17363, 17241, 17177
17489, 17489, 17478, 17203, 17180
17399, 17399, 17390, 17176, 17140
17499, 17499, 17477, 17240, 17206
17294, 17277, 17294, 17166, 17060
17475, 17475, 17436, 17277, 17120
17306, 17295, 17306, 17098, 17066
17651, 17651, 17627, 17338, 17278
17252, 17252, 17237, 17161, 17151
17396, 17396, 17349, 17241, 17220
17631, 17631, 17561, 17420, 17438
17492, 17433, 17492, 17119, 17000
17480, 17473, 17480, 17289, 17260
17399, 17369, 17399, 17136, 17087
17300, 17294, 17300, 17089, 16972
17573, 17553, 17573, 17246, 17183
17461, 17458, 17461, 17265, 17155
17502, 17466, 17502, 17169, 17101
17239, 17239, 17227, 17115, 17129
17576, 17562, 17576, 17244, 17162
17303, 17303, 17302, 17003, 17010
17443, 17443, 17358, 17213, 17230
17571, 17545, 17571, 17375, 17391
17660, 17660, 17618, 17382, 17289
17391, 17391, 17331, 17277, 17248
17592, 17592, 17490, 17333, 17303
17448, 17448, 17447, 17176, 17077
17384, 17384, 17356, 17162, 17017
17536, 17520, 17536, 17299, 17272
17375, 17320, 17375, 17127, 17113
17548, 17484, 17548, 17167, 17061
17505, 17492, 17505, 17303, 17296
17487, 17461, 17487, 17288, 17171
17441, 17441, 17391, 17284, 17225
17372, 17372, 17344, 17281, 17248
17592, 17592, 17471, 17474, 17440
17502, 17502, 17500, 17265, 17223
17442, 17442, 17430, 17108, 17031
17331, 17303, 17331, 17122, 17140
17611, 17534, 17611, 17183, 17171
22740, 22740, 22649, 21761, 21742
17695, 17695, 17525, 17482, 17459
17702, 17645, 17702, 17419, 17389
17452, 17439, 17452, 17253, 17177
17560, 17516, 17560, 17157, 17075
17779, 17779, 17759, 17452, 17431
17203, 17179, 17203, 17072, 17070
17420, 17420, 17409, 17180, 17185
17471, 17454, 17471, 17251, 17182
17493, 17493, 17454, 17281, 17188
17398, 17398, 17338, 17256, 17201
17738, 17738, 17681, 17494, 17433
17380, 17337, 17380, 17039, 17051
17358, 17356, 17358, 17153, 17120
17504, 17432, 17504, 17345, 17293
17192, 17163, 17192, 17031, 16932
17414, 17414, 17411, 17053, 17026
17503, 17475, 17503, 17216, 17148
17405, 17405, 17305, 17059, 17040
17410, 17341, 17410, 17214, 17139
17689, 17583, 17689, 17285, 17286
17395, 17331, 17395, 17084, 17133
17492, 17492, 17463, 17206, 17068
17477, 17477, 17474, 17237, 17252
17378, 17365, 17378, 17166, 17109
17722, 17722, 17610, 17215, 17198
17674, 17674, 17658, 17365, 17249
17521, 17521, 17496, 17154, 17090
17604, 17604, 17579, 17257, 17225
17518, 17481, 17518, 17183, 17083
17613, 17592, 17613, 17267, 17234
17553, 17549, 17553, 17427, 17358
17433, 17433, 17380, 17163, 17080
17504, 17504, 17470, 17158, 17123
17637, 17559, 17637, 17449, 17323
17436, 17436, 17399, 17093, 17034
17419, 17419, 17353, 17307, 17182
17631, 17631, 17519, 17398, 17411
17501, 17486, 17501, 17318, 17253
17385, 17385, 17343, 17211, 17183
17552, 17552, 17515, 17307, 17200
17407, 17407, 17375, 16986, 17019
17445, 17445, 17423, 17176, 17071
17402, 17402, 17350, 17145, 17156
17493, 17464, 17493, 17196, 17127
17580, 17580, 17539, 17277, 17198
17529, 17529, 17517, 17399, 17285
17696, 17696, 17648, 17493, 17408
17718, 17718, 17653, 17328, 17306
17368, 17344, 17368, 17210, 17145
17525, 17508, 17525, 17255, 17144
17336, 17336, 17273, 17140, 17073
17480, 17480, 17469, 17225, 17137
17491, 17491, 17437, 17343, 17323
17635, 17635, 17561, 17488, 17500
17434, 17396, 17434, 17120, 17093
17482, 17423, 17482, 17136, 17122
17700, 17700, 17674, 17405, 17347
17403, 17403, 17384, 17215, 17146
17461, 17461, 17442, 17207, 17162
17570, 17537, 17570, 17460, 17402
17406, 17374, 17406, 16986, 17029
17443, 17443, 17425, 17168, 17052
17510, 17510, 17455, 17198, 17211
17494, 17494, 17351, 17155, 17175
17416, 17370, 17416, 17128, 16977
17529, 17529, 17512, 17342, 17282
17309, 17309, 17183, 17180, 17133
17445, 17429, 17445, 17157, 17108
17603, 17590, 17603, 17354, 17251
17386, 17386, 17380, 17160, 17060
17476, 17473, 17476, 17192, 17197
17418, 17417, 17418, 17224, 17204
17411, 17389, 17411, 17097, 17084
17260, 17260, 17192, 16992, 16971
17520, 17488, 17520, 17273, 17289
17300, 17288, 17300, 17208, 17119
17450, 17450, 17423, 17164, 17183
17263, 17227, 17263, 17061, 16993
17361, 17361, 17353, 17213, 17230
17552, 17511, 17552, 17409, 17369
17239, 17236, 17239, 16911, 16832
17576, 17567, 17576, 17261, 17237
17524, 17524, 17497, 17268, 17120
17524, 17497, 17524, 17320, 17177
17398, 17364, 17398, 17213, 17099
17593, 17593, 17593, 17310, 17087
17237, 17234, 17237, 17160, 17185
17492, 17492, 17461, 17174, 17061
17579, 17540, 17579, 17315, 17245
17567, 17567, 17563, 17225, 17148
17440, 17440, 17426, 17127, 17164
17582, 17549, 17531, 17582, 17501
17371, 17322, 17371, 17134, 17134
17492, 17492, 17450, 17323, 17258
17485, 17485, 17459, 17129, 17178
17560, 17521, 17560, 17244, 17173
